Seed,Density,Execution Time,Path Length,Visited,,,,,,,,Computational
808,0.398,18.56398582,90,2733,,,,,,,,147.2205391
809,0.475,11.74426079,92,1748,,,,,,,,148.8386567
811,0.401,13.71645927,100,2050,,,,,,,,149.4554797
812,0.3455,15.92803001,90,2346,,,,,,,,147.2875176
813,0.381,18.49579811,90,2706,,,,,,,,146.3035001
814,0.368,18.71681213,92,2740,,,,,,,,146.3924509
815,0.43,12.21466064,98,1812,,,,,,,,148.3463236
818,0.457,14.40691948,90,2147,,,,,,,,149.0256125
819,0.3595,15.12670517,92,2232,,,,,,,,147.553613
822,0.3765,16.62683487,92,2483,,,,,,,,149.3369014
824,0.352,17.86541939,90,2578,,,,,,,,144.3011185
825,0.429,17.07482338,90,2498,,,,,,,,146.2972673
829,0.366,24.25765991,96,3606,,,,,,,,148.6540752
830,0.454,16.90936089,96,2471,,,,,,,,146.1320754
833,0.3405,20.56646347,96,2970,,,,,,,,144.4098546
834,0.4225,19.62709427,100,2839,,,,,,,,144.6469845
835,0.4245,16.84546471,96,2534,,,,,,,,150.4262449
837,0.406,20.32208443,96,2992,,,,,,,,147.2289917
841,0.395,17.12703705,90,2544,,,,,,,,148.5370758
842,0.477,16.34383202,92,2378,,,,,,,,145.4983138
845,0.34,17.98653603,92,2635,,,,,,,,146.4984695
848,0.3805,16.8337822,90,2496,,,,,,,,148.273274
849,0.4195,12.99929619,92,1945,,,,,,,,149.6234851
852,0.356,15.45119286,90,2294,,,,,,,,148.4675016
853,0.403,15.22445679,90,2285,,,,,,,,150.0874567
855,0.3995,17.29917526,94,2578,,,,,,,,149.0244455
858,0.428,18.62764359,94,2660,,,,,,,,142.7985234
860,0.3875,18.93234253,92,2690,,,,,,,,142.0849003
862,0.3935,17.67897606,90,2547,,,,,,,,144.0694298
865,0.396,12.75587082,90,1892,,,,,,,,148.3238602
868,0.387,15.91777802,90,2380,,,,,,,,149.518356
869,0.402,17.49944687,92,2611,,,,,,,,149.204716
870,0.379,18.90993118,94,2735,,,,,,,,144.632996
871,0.3825,17.0378685,90,2253,,,,,,,,132.2348509
872,0.42,14.1711235,92,2064,,,,,,,,145.6482967
873,0.4325,27.8468132,106,4109,,,,,,,,147.5572796
876,0.357,26.08585358,98,3676,,,,,,,,140.9192913
879,0.4745,19.55509186,90,2721,,,,,,,,139.1453448
884,0.4695,28.59187126,112,4163,,,,,,,,145.6008235
885,0.3425,18.80478859,90,2698,,,,,,,,143.4740937
886,0.455,16.33429527,96,2327,,,,,,,,142.4609976
888,0.518,13.50951195,92,1974,,,,,,,,146.1192682
889,0.3965,16.28255844,94,2370,,,,,,,,145.5545213
890,0.469,12.64595985,96,1845,,,,,,,,145.8963987
892,0.3475,20.23410797,90,2887,,,,,,,,142.6798752
894,0.4405,18.77403259,92,2679,,,,,,,,142.6970997
895,0.384,16.78872108,90,2447,,,,,,,,145.752615
897,0.511,23.84328842,102,3486,,,,,,,,146.2046652
898,0.379,21.21114731,96,3038,,,,,,,,143.2265759
900,0.369,17.71616936,90,2554,,,,,,,,144.1620899
901,0.3915,19.10090446,92,2763,,,,,,,,144.652836
904,0.4475,14.90974426,94,2146,,,,,,,,143.9327169
910,0.377,18.13673973,92,2641,,,,,,,,145.616028
911,0.3575,18.27692986,90,2614,,,,,,,,143.0218324
913,0.3755,15.43951035,92,2239,,,,,,,,145.0175523
914,0.4055,18.69750023,90,2642,,,,,,,,141.3023114
915,0.488,13.09633255,90,1855,,,,,,,,141.6427074
917,0.4295,24.50323105,100,3521,,,,,,,,143.6953352
918,0.4235,12.63332367,102,1845,,,,,,,,146.0423281
919,0.4015,15.77782631,94,2316,,,,,,,,146.7882809
920,0.4155,18.53704453,94,2651,,,,,,,,143.0109312
921,0.4625,19.68050003,92,2854,,,,,,,,145.0166406
922,0.3765,17.34900475,90,2524,,,,,,,,145.4838497
924,0.3565,16.9878006,90,2470,,,,,,,,145.3984573
925,0.356,13.94033432,100,2026,,,,,,,,145.3336737
926,0.6665,13.12541962,102,1950,,,,,,,,148.5666787
927,0.328,17.73929596,90,2527,,,,,,,,142.4521021
928,0.368,17.60983467,90,2549,,,,,,,,144.7486616
931,0.3835,14.37687874,94,2088,,,,,,,,145.2331927
932,0.3665,22.27950096,94,3208,,,,,,,,143.9888625
934,0.3865,18.40162277,90,2605,,,,,,,,141.5636019
936,0.384,22.47476578,94,3231,,,,,,,,143.7612312
937,0.464,18.62978935,98,2616,,,,,,,,140.4202673
938,0.352,26.64256096,94,3739,,,,,,,,140.3393617
939,0.3395,19.88554001,90,2757,,,,,,,,138.6434564
942,0.382,20.43938637,90,2725,,,,,,,,133.3210279
943,0.398,17.21262932,90,2295,,,,,,,,133.3323316
944,0.369,29.40368652,100,3860,,,,,,,,131.2760561
945,0.3925,15.35511017,94,2276,,,,,,,,148.2242703
946,0.373,18.20969582,90,2621,,,,,,,,143.9343098
948,0.4635,10.15663147,98,1498,,,,,,,,147.4898449
950,0.365,19.69790459,96,2835,,,,,,,,143.9239381
954,0.534,14.25433159,90,2082,,,,,,,,146.0608649
956,0.4035,13.55171204,96,1960,,,,,,,,144.6311724
958,0.431,19.3426609,92,2778,,,,,,,,143.620364
959,0.4375,12.70580292,96,1860,,,,,,,,146.3898041
960,0.3725,26.00646019,100,3760,,,,,,,,144.5794611
965,0.3945,20.63941956,96,3127,,,,,,,,151.5061987
967,0.4845,12.99214363,92,1900,,,,,,,,146.2422256
968,0.376,17.93789864,90,2654,,,,,,,,147.9549
969,0.3795,19.76823807,92,2912,,,,,,,,147.3070078
970,0.35,19.15740967,92,2787,,,,,,,,145.4789582
971,0.3645,14.16993141,92,2112,,,,,,,,149.0480045
974,0.411,22.70150185,102,3354,,,,,,,,147.7435291
975,0.361,18.0850029,94,2626,,,,,,,,145.2031838
977,0.421,18.64719391,92,2728,,,,,,,,146.2954701
978,0.3865,31.062603,106,4611,,,,,,,,148.4421637
980,0.3835,13.84711266,94,2082,,,,,,,,150.3562548
981,0.3755,15.86318016,90,2365,,,,,,,,149.087382
982,0.4395,18.06616783,98,2653,,,,,,,,146.8490731
985,0.3545,16.75105095,92,2484,,,,,,,,148.2892033
987,0.3855,17.4870491,92,2567,,,,,,,,146.7943497
988,0.3745,20.9634304,92,2945,,,,,,,,140.4827332
990,0.4875,19.79613304,92,2652,,,,,,,,133.9655575
991,0.359,20.90930939,92,2676,,,,,,,,127.9812714
992,0.382,20.37549019,96,2580,,,,,,,,126.6227205
997,0.354,16.95799828,90,2526,,,,,,,,148.9562599
1001,0.3435,17.39311218,90,2534,,,,,,,,145.6898555
1002,0.404,16.91222191,90,2497,,,,,,,,147.6447041
1003,0.374,21.25263214,94,3126,,,,,,,,147.0876633
1005,0.3595,16.62755013,90,2439,,,,,,,,146.6842668
1006,0.3895,18.01514626,94,2529,,,,,,,,140.3818744
1009,0.434,16.43943787,90,2377,,,,,,,,144.5913187
1011,0.509,17.75860786,90,2520,,,,,,,,141.9030151
1014,0.4175,17.25459099,90,2474,,,,,,,,143.3821295
1015,0.387,20.3537941,92,2900,,,,,,,,142.4795783
1016,0.3735,15.99979401,92,2324,,,,,,,,145.25187
1019,0.4805,12.88700104,90,1919,,,,,,,,148.909742
1020,0.5265,19.12593842,98,2790,,,,,,,,145.8751952
1021,0.424,20.35665512,96,2979,,,,,,,,146.3403483
1022,0.376,19.64783669,94,2866,,,,,,,,145.8684763
1027,0.5015,12.32266426,94,1828,,,,,,,,148.3445431
1028,0.3835,15.72322845,90,2293,,,,,,,,145.8351895
1031,0.4505,13.59248161,90,2014,,,,,,,,148.1701471
1032,0.3465,17.01998711,90,2522,,,,,,,,148.1787256
1037,0.412,17.58337021,90,2527,,,,,,,,143.7153384
1041,0.4195,13.02695274,94,1874,,,,,,,,143.8555921
1042,0.3735,15.08021355,90,2169,,,,,,,,143.8308544
1043,0.492,17.71116257,94,2566,,,,,,,,144.8803821
1046,0.428,17.48228073,92,2583,,,,,,,,147.7496009
1047,0.475,15.22660255,92,2244,,,,,,,,147.3736503
1050,0.455,23.73361588,96,3482,,,,,,,,146.7117365
1052,0.435,23.42271805,100,3452,,,,,,,,147.3782843
1053,0.414,15.52844048,92,2329,,,,,,,,149.9828655
1054,0.351,16.47090912,90,2414,,,,,,,,146.5614304
1057,0.3875,15.83242416,90,2349,,,,,,,,148.3664142
1060,0.4365,14.03832436,90,2090,,,,,,,,148.8781671
1062,0.462,15.14935493,100,2273,,,,,,,,150.0393918
1063,0.4515,19.82045174,90,2866,,,,,,,,144.598117
1064,0.3735,19.3529129,94,2828,,,,,,,,146.1278731
1067,0.366,19.96088028,92,2915,,,,,,,,146.0356437
1068,0.383,23.60224724,94,3490,,,,,,,,147.8672757
1069,0.396,20.55311203,100,3025,,,,,,,,147.179658
1070,0.428,17.1816349,92,2509,,,,,,,,146.0280127
1072,0.3865,19.0820694,90,2798,,,,,,,,146.629799
1074,0.3515,18.72682571,94,2555,,,,,,,,136.4352955
1076,0.4455,16.14236832,92,2334,,,,,,,,144.5884491
1077,0.3935,16.69073105,94,2423,,,,,,,,145.1703938
1078,0.4035,17.28653908,90,2502,,,,,,,,144.7368955
1080,0.4085,18.34702492,92,2480,,,,,,,,135.1717791
1081,0.423,18.28193665,90,2389,,,,,,,,130.6754337
1084,0.405,20.61963081,90,2668,,,,,,,,129.3912595
1085,0.3865,23.39434624,96,3532,,,,,,,,150.976649
1087,0.3995,14.20688629,92,2114,,,,,,,,148.8010784
1088,0.3985,18.46504211,92,2731,,,,,,,,147.9010979
1089,0.456,9.939193726,96,1488,,,,,,,,149.7103328
1091,0.371,29.20222282,100,4277,,,,,,,,146.4614535
1093,0.3785,19.24371719,92,2807,,,,,,,,145.8657895
1094,0.358,18.56851578,92,2707,,,,,,,,145.7844037
1095,0.4045,18.34774017,96,2695,,,,,,,,146.8845741
1098,0.3595,18.12720299,94,2667,,,,,,,,147.1269451
1099,0.434,22.17507362,98,3243,,,,,,,,146.2452867
1101,0.3945,12.49432564,90,1856,,,,,,,,148.5474329
1104,0.413,16.37029648,90,2418,,,,,,,,147.7065491
1106,0.4255,12.33148575,90,1830,,,,,,,,148.4006094
1107,0.416,13.33069801,90,1989,,,,,,,,149.2044902
1108,0.4025,16.90292358,90,2504,,,,,,,,148.1400533
1112,0.428,15.16389847,90,2245,,,,,,,,148.0489997
1115,0.4085,14.01185989,90,2079,,,,,,,,148.3743069
1117,0.522,20.36714554,94,3001,,,,,,,,147.3451444
1118,0.4005,17.12226868,92,2549,,,,,,,,148.8704591
1122,0.527,17.82274246,100,2688,,,,,,,,150.8185402
1123,0.42,16.57056808,90,2449,,,,,,,,147.792157
1125,0.362,27.69112587,98,4092,,,,,,,,147.7729732
1128,0.385,17.55023003,90,2556,,,,,,,,145.6391167
1129,0.3745,20.80583572,94,3072,,,,,,,,147.6508822
1130,0.4015,12.48931885,90,1862,,,,,,,,149.087394
1132,0.449,18.46027374,100,2689,,,,,,,,145.6641455
1133,0.384,18.23711395,90,2665,,,,,,,,146.1305779
1134,0.425,13.97871971,92,2102,,,,,,,,150.3714248
1136,0.366,15.86556435,90,2346,,,,,,,,147.8674158
1139,0.3995,16.51215553,90,2457,,,,,,,,148.7994705
1140,0.3825,16.87121391,92,2497,,,,,,,,148.0035766
1142,0.4225,19.7250843,94,2899,,,,,,,,146.9702211
1144,0.399,15.06733894,96,2119,,,,,,,,140.6353178
1145,0.4655,14.87708092,92,2211,,,,,,,,148.6178647
1146,0.4305,14.31632042,102,2124,,,,,,,,148.3621446
1147,0.443,15.45596123,92,2275,,,,,,,,147.1923982
1148,0.3405,22.83382416,96,3306,,,,,,,,144.7852089
1153,0.433,14.69421387,96,2200,,,,,,,,149.7187954
1155,0.4045,14.22119141,92,2101,,,,,,,,147.7372703
1157,0.424,15.72108269,92,2335,,,,,,,,148.5266661
1158,0.4465,15.21372795,92,2250,,,,,,,,147.8927458
1160,0.463,17.21835136,94,2563,,,,,,,,148.852811
1161,0.433,12.94660568,90,1932,,,,,,,,149.2283034
1164,0.3755,15.92636108,90,2375,,,,,,,,149.1238324
1168,0.389,16.85905457,90,2503,,,,,,,,148.4662138
1169,0.41,15.50078392,90,2312,,,,,,,,149.1537468
1170,0.401,36.69071198,120,5458,,,,,,,,148.7569934
1172,0.5355,13.04244995,94,1946,,,,,,,,149.2050962
1173,0.414,16.65687561,90,2480,,,,,,,,148.8874659
1175,0.4035,17.6961422,92,2607,,,,,,,,147.3202447
1176,0.432,16.50762558,92,2413,,,,,,,,146.1748686
1177,0.4085,24.4884491,96,3586,,,,,,,,146.4363866
1178,0.3885,18.20993423,94,2655,,,,,,,,145.7995381
1179,0.4835,14.43147659,96,2117,,,,,,,,146.6932359
1181,0.3895,14.04309273,94,2079,,,,,,,,148.0443119
1184,0.441,14.32943344,90,2163,,,,,,,,150.9480475
1185,0.4165,14.35017586,92,2156,,,,,,,,150.2420612
1186,0.4705,13.43417168,90,1983,,,,,,,,147.6086541
1188,0.4235,19.22440529,92,2817,,,,,,,,146.5324913
1189,0.3795,19.18768883,92,2822,,,,,,,,147.0734712
1190,0.416,22.78661728,100,3386,,,,,,,,148.595992
1191,0.42,14.20664787,90,2128,,,,,,,,149.7890297
1193,0.4015,15.18559456,96,2267,,,,,,,,149.2862193
1194,0.3805,12.01033592,94,1788,,,,,,,,148.8717728
1196,0.3735,14.32991028,94,2134,,,,,,,,148.9192855
1198,0.569,12.33029366,92,1842,,,,,,,,149.3881696
1199,0.371,16.92891121,90,2493,,,,,,,,147.262867
1200,0.4365,22.07994461,96,3256,,,,,,,,147.464138
1203,0.3825,15.16318321,90,2262,,,,,,,,149.1771199
1204,0.3985,20.73693275,92,3072,,,,,,,,148.1414844
1207,0.4565,15.61260223,94,2321,,,,,,,,148.6619569
1210,0.3635,17.1444416,90,2543,,,,,,,,148.3279572
1213,0.3355,15.49577713,90,2265,,,,,,,,146.168855
1214,0.403,17.89975166,92,2646,,,,,,,,147.8232799
1216,0.385,16.30330086,90,2387,,,,,,,,146.4120684
1218,0.435,18.22209358,96,2713,,,,,,,,148.8851974
1222,0.4535,17.13681221,92,2512,,,,,,,,146.5850223
1223,0.3775,19.89459991,94,2881,,,,,,,,144.813166
1224,0.4075,19.27685738,96,2773,,,,,,,,143.8512484
1225,0.4215,20.65467834,92,2974,,,,,,,,143.9867497
1228,0.3675,18.22757721,94,2807,,,,,,,,153.9974275
1229,0.379,18.27073097,90,2723,,,,,,,,149.0361828
1230,0.3315,27.23050117,94,3835,,,,,,,,140.8347197
1231,0.5345,17.04597473,92,2500,,,,,,,,146.6621909
1232,0.418,19.28448677,96,2834,,,,,,,,146.9575018
1233,0.443,12.49885559,96,1879,,,,,,,,150.3337635
1235,0.3595,16.88146591,90,2495,,,,,,,,147.7952219
1236,0.399,21.96931839,96,3257,,,,,,,,148.2522098
1237,0.432,13.54622841,90,2004,,,,,,,,147.9378569
1239,0.4885,15.44594765,90,2284,,,,,,,,147.8704999
1241,0.3875,16.66736603,90,2431,,,,,,,,145.8538797
1243,0.3975,17.93885231,90,2632,,,,,,,,146.720646
1244,0.3995,16.24727249,90,2422,,,,,,,,149.071175
1245,0.362,19.12593842,90,2769,,,,,,,,144.7772098
1246,0.387,18.27931404,92,2663,,,,,,,,145.6838038
1250,0.4085,15.7456398,90,2339,,,,,,,,148.5490605
1251,0.4475,18.54705811,90,2681,,,,,,,,144.5512266
1252,0.4445,15.31791687,92,2278,,,,,,,,148.7147384
1254,0.3805,18.20731163,90,2653,,,,,,,,145.7106933
1255,0.349,17.50659943,90,2574,,,,,,,,147.0302677
1257,0.41,15.18106461,98,2213,,,,,,,,145.7737028
1258,0.353,21.15464211,96,3104,,,,,,,,146.7290245
1259,0.4465,14.53971863,94,2174,,,,,,,,149.5214629
1260,0.413,13.58866692,92,2044,,,,,,,,150.4194644
1263,0.377,15.36917686,90,2266,,,,,,,,147.4379546
1267,0.417,12.9635334,90,1942,,,,,,,,149.8048364
1270,0.365,20.84136009,96,3039,,,,,,,,145.8158195
1271,0.4375,16.08490944,94,2339,,,,,,,,145.4158016
1276,0.3525,18.90540123,94,2754,,,,,,,,145.6726555
1277,0.359,15.41948318,90,2270,,,,,,,,147.2163479
1278,0.408,13.54646683,96,1980,,,,,,,,146.1635735
1279,0.397,21.72112465,98,3195,,,,,,,,147.0918312
1280,0.446,23.96559715,98,3527,,,,,,,,147.1692935
1281,0.4015,18.71776581,92,2696,,,,,,,,144.0342842
1282,0.3835,16.77727699,90,2521,,,,,,,,150.2627632
1284,0.475,24.91903305,110,3710,,,,,,,,148.8821814
1288,0.445,13.68236542,92,2055,,,,,,,,150.1933282
1289,0.365,16.93606377,90,2489,,,,,,,,146.9644915
1292,0.3645,17.5242424,90,2589,,,,,,,,147.7381984
1293,0.4235,15.77472687,92,2370,,,,,,,,150.2403192
1295,0.414,24.42455292,96,3662,,,,,,,,149.9310965
1298,0.4045,17.56310463,92,2565,,,,,,,,146.0447941
1299,0.398,18.67508888,92,2725,,,,,,,,145.9163069
1300,0.379,17.87114143,90,2607,,,,,,,,145.8776436
1301,0.4035,18.76878738,90,2734,,,,,,,,145.6673756
1302,0.555,15.96617699,94,2359,,,,,,,,147.749834
1303,0.364,18.90397072,92,2765,,,,,,,,146.2655672
1304,0.5285,26.66687965,114,4072,,,,,,,,152.6987804
1305,0.4205,17.04549789,90,2536,,,,,,,,148.7782883
1307,0.3315,21.73447609,90,2974,,,,,,,,136.833296
1310,0.42,18.54801178,92,2721,,,,,,,,146.7003597
1311,0.406,17.65561104,90,2574,,,,,,,,145.7893468
1313,0.386,18.77069473,90,2674,,,,,,,,142.4561018
1315,0.618,15.28000832,94,2244,,,,,,,,146.8585588
1316,0.3565,24.61218834,96,3527,,,,,,,,143.3029827
1322,0.44,20.90477943,102,2992,,,,,,,,143.1251648
1324,0.4465,17.53163338,94,2555,,,,,,,,145.7365634
1327,0.3675,16.86835289,92,2433,,,,,,,,144.2345922
1328,0.584,12.55607605,90,1849,,,,,,,,147.259382
1329,0.4355,18.52226257,98,2667,,,,,,,,143.9888885
1331,0.399,15.2118206,90,2196,,,,,,,,144.3614185
1332,0.3945,20.93052864,98,3025,,,,,,,,144.5257333
1335,0.368,19.24991608,90,2739,,,,,,,,142.2863346
1336,0.455,19.33407784,96,2755,,,,,,,,142.4945127
1337,0.5165,16.96872711,94,2457,,,,,,,,144.7957754
1338,0.39,15.73324203,90,2286,,,,,,,,145.2974534
1339,0.394,16.51549339,92,2409,,,,,,,,145.8630356
1340,0.369,15.26665688,90,2192,,,,,,,,143.5808781
1341,0.346,18.86296272,92,2669,,,,,,,,141.4942096
1342,0.4575,17.95911789,90,2570,,,,,,,,143.1027969
1344,0.375,19.34576035,92,2766,,,,,,,,142.9770632
1346,0.3635,18.46432686,90,2604,,,,,,,,141.0286993
1347,0.37,17.25792885,94,2500,,,,,,,,144.8609518
1348,0.379,18.50962639,90,2656,,,,,,,,143.4929017
1349,0.372,15.73729515,90,2262,,,,,,,,143.7349925
1352,0.43,17.53139496,92,2574,,,,,,,,146.8223154
1353,0.376,17.85373688,90,2565,,,,,,,,143.6674024
1354,0.341,17.82679558,90,2588,,,,,,,,145.1747168
1357,0.362,17.40479469,92,2533,,,,,,,,145.5346096
1358,0.417,25.84576607,102,3783,,,,,,,,146.3682674
1359,0.426,20.74432373,96,3008,,,,,,,,145.0035219
1360,0.465,16.3769722,90,2415,,,,,,,,147.4631556
1365,0.424,16.79587364,92,2475,,,,,,,,147.3576221
1368,0.402,18.14198494,92,2615,,,,,,,,144.1407877
1369,0.334,19.22774315,90,2703,,,,,,,,140.5781208
1372,0.408,23.94604683,94,3435,,,,,,,,143.4474769
1375,0.3335,15.78855515,90,2284,,,,,,,,144.6617489
1376,0.345,15.38252831,92,2219,,,,,,,,144.2545696
1378,0.354,21.27861977,92,2999,,,,,,,,140.9395925
1379,0.38,17.46606827,90,2524,,,,,,,,144.5087676
1380,0.4065,16.5245533,94,2415,,,,,,,,146.1461594
1381,0.405,19.06633377,94,2742,,,,,,,,143.8136997
1382,0.3965,14.2621994,92,2087,,,,,,,,146.3308668
1384,0.365,15.16723633,90,2200,,,,,,,,145.049497
1388,0.396,22.70078659,100,3286,,,,,,,,144.7526933
1389,0.4155,13.41104507,90,1954,,,,,,,,145.7008003
1390,0.3595,17.77124405,90,2594,,,,,,,,145.9661458
1391,0.353,19.07420158,94,2737,,,,,,,,143.4922447
1392,0.4275,20.01523972,98,2897,,,,,,,,144.7397104
1393,0.3875,19.61517334,92,2771,,,,,,,,141.2681883
1394,0.4385,19.06442642,90,2693,,,,,,,,141.2578559
1395,0.37,22.75133133,92,3280,,,,,,,,144.1673875
1396,0.4125,17.04263687,92,2441,,,,,,,,143.2290096
1398,0.4025,15.61617851,100,2294,,,,,,,,146.8989355
1400,0.3735,16.95466042,92,2461,,,,,,,,145.1518308
1401,0.4225,18.20087433,90,2582,,,,,,,,141.8613168
1402,0.411,9.76729393,108,1420,,,,,,,,145.3831542
1403,0.374,21.12174034,94,3009,,,,,,,,142.4598519
1405,0.379,17.14420319,90,2492,,,,,,,,145.3552535
1407,0.389,12.54296303,94,1851,,,,,,,,147.5727861
1410,0.3925,15.49100876,90,2259,,,,,,,,145.8265265
1412,0.4035,15.19417763,94,2218,,,,,,,,145.9769692
1413,0.448,15.406847,92,2253,,,,,,,,146.2336843
1414,0.375,20.02286911,92,2887,,,,,,,,144.1851307
1415,0.4025,15.69485664,92,2292,,,,,,,,146.0351026
1417,0.5415,16.07608795,92,2369,,,,,,,,147.3617218
1418,0.42,19.66023445,92,2810,,,,,,,,142.9281023
1419,0.3505,16.43180847,92,2404,,,,,,,,146.3016079
1420,0.401,17.31443405,94,2449,,,,,,,,141.4426826
1421,0.4305,17.80390739,92,2537,,,,,,,,142.4968095
1423,0.4,14.03236389,90,2069,,,,,,,,147.444865
1425,0.3305,24.40786362,96,3502,,,,,,,,143.47835
1426,0.3805,16.87288284,104,2399,,,,,,,,142.1808012
1427,0.38,17.04525948,100,2477,,,,,,,,145.3189963
1429,0.418,16.84570313,92,2451,,,,,,,,145.4970434
1430,0.3995,18.78476143,92,2660,,,,,,,,141.6041407
1432,0.4195,17.02213287,90,2468,,,,,,,,144.9877062
1435,0.3545,16.95775986,90,2459,,,,,,,,145.0073607
1436,0.415,13.20028305,90,1923,,,,,,,,145.6786944
1437,0.362,17.8592205,90,2579,,,,,,,,144.4071985
1438,0.495,22.55177498,118,3311,,,,,,,,146.8177118
1439,0.38,17.35305786,90,2508,,,,,,,,144.5278417
1440,0.385,14.84680176,90,2154,,,,,,,,145.0817513
1443,0.4095,18.32723618,90,2628,,,,,,,,143.3931431
1444,0.427,18.6009407,90,2661,,,,,,,,143.057281
1445,0.4135,17.64512062,90,2574,,,,,,,,145.8760218
1447,0.377,16.38865471,96,2394,,,,,,,,146.0766635
1448,0.403,17.91787148,94,2596,,,,,,,,144.8832805
1449,0.4085,14.94908333,92,2182,,,,,,,,145.962127
1451,0.405,14.12415504,90,2026,,,,,,,,143.4422091
1453,0.3305,17.32516289,90,2496,,,,,,,,144.0679095
1455,0.3925,19.26255226,94,2772,,,,,,,,143.9061638
1456,0.371,16.71171188,90,2419,,,,,,,,144.7487856
1458,0.484,17.04287529,92,2487,,,,,,,,145.926081
1459,0.405,21.51322365,102,3100,,,,,,,,144.0974189
1460,0.368,14.87088203,90,2164,,,,,,,,145.5192769
1461,0.448,29.24489975,114,4254,,,,,,,,145.4612612
1462,0.446,15.88153839,94,2316,,,,,,,,145.8297013
1467,0.3905,16.94774628,90,2466,,,,,,,,145.5060726
1469,0.48,21.50058746,100,3123,,,,,,,,145.2518451
1471,0.4145,19.20580864,90,2707,,,,,,,,140.9469422
1473,0.402,25.5253315,96,3649,,,,,,,,142.9560278
1477,0.431,17.44747162,96,2497,,,,,,,,143.1152923
1481,0.345,19.69122887,96,2813,,,,,,,,142.8554824
1483,0.4055,21.47626877,92,3073,,,,,,,,143.0881702
1484,0.389,17.13657379,90,2462,,,,,,,,143.6693256
1486,0.386,14.91570473,94,2173,,,,,,,,145.6853725
1490,0.372,24.14751053,100,3533,,,,,,,,146.3090779
1492,0.419,17.51303673,94,2580,,,,,,,,147.3188254
1493,0.3825,14.69111443,96,2117,,,,,,,,144.1007086
1494,0.3895,13.44394684,90,1951,,,,,,,,145.1210737
1496,0.456,15.0372982,98,2192,,,,,,,,145.7708673
1497,0.394,17.25816727,92,2521,,,,,,,,146.0757658
1499,0.423,16.80493355,92,2456,,,,,,,,146.147558
1500,0.395,21.86489105,102,3187,,,,,,,,145.7587871
1501,0.462,18.00560951,90,2561,,,,,,,,142.2334522
1503,0.396,17.24839211,90,2527,,,,,,,,146.5064096
1506,0.4625,16.7183876,100,2460,,,,,,,,147.1433764
1508,0.4065,16.36528969,90,2358,,,,,,,,144.0854421
1509,0.3845,19.09446716,92,2685,,,,,,,,140.6166497
1510,0.421,17.70806313,94,2536,,,,,,,,143.211597
1514,0.389,11.8253231,90,1720,,,,,,,,145.4505712
1515,0.4115,18.53942871,92,2651,,,,,,,,142.9925399
1516,0.4005,16.25299454,90,2343,,,,,,,,144.15805
1517,0.526,12.95518875,94,1848,,,,,,,,142.6455481
1518,0.4225,15.00153542,94,2171,,,,,,,,144.7185198
1519,0.448,11.48080826,90,1671,,,,,,,,145.5472439
1523,0.391,18.32413673,92,2638,,,,,,,,143.9631257
1524,0.471,17.06171036,92,2491,,,,,,,,145.9994307
1529,0.3445,18.01490784,90,2579,,,,,,,,143.1592114
1530,0.382,16.61705971,90,2408,,,,,,,,144.9113166
1531,0.389,15.28501511,90,2235,,,,,,,,146.2216415
1532,0.3245,18.91517639,90,2705,,,,,,,,143.006861
1534,0.3775,19.55342293,96,2790,,,,,,,,142.6860151
1535,0.4145,18.1787014,94,2645,,,,,,,,145.499942
1537,0.389,15.71059227,90,2281,,,,,,,,145.1886702
1538,0.3965,16.77179337,94,2394,,,,,,,,142.739655
1539,0.496,17.24982262,96,2383,,,,,,,,138.1463481
1540,0.369,17.92407036,90,2551,,,,,,,,142.3225835
1542,0.385,16.13926888,90,2354,,,,,,,,145.8554299
1543,0.3965,15.38705826,90,2211,,,,,,,,143.6921836
1544,0.3455,16.60919189,90,2387,,,,,,,,143.7156013
1545,0.4365,14.11223412,94,2048,,,,,,,,145.122309
1546,0.345,17.73953438,90,2561,,,,,,,,144.3668106
1549,0.5465,14.27531242,92,2088,,,,,,,,146.2665011
1551,0.495,16.3526535,92,2332,,,,,,,,142.6068252
1552,0.361,15.89274406,90,2313,,,,,,,,145.5381142
1556,0.345,24.01828766,102,3466,,,,,,,,144.306707
1558,0.341,19.82498169,98,2833,,,,,,,,142.9005103
1559,0.379,14.57667351,90,2120,,,,,,,,145.4378462
1560,0.3325,16.50214195,90,2385,,,,,,,,144.5266928
1562,0.4685,14.23072815,92,2090,,,,,,,,146.8652888
1566,0.3655,17.94552803,92,2606,,,,,,,,145.2172372
1567,0.429,13.98015022,90,2022,,,,,,,,144.633639
1569,0.4555,17.56381989,90,2585,,,,,,,,147.1775511
1570,0.402,17.64965057,92,2563,,,,,,,,145.2153395
1571,0.4735,13.04316521,90,1856,,,,,,,,142.2967485
1572,0.399,16.03293419,90,2338,,,,,,,,145.8248361
1574,0.461,19.5248127,94,2823,,,,,,,,144.5852538
1575,0.407,15.02156258,90,2168,,,,,,,,144.3258641
1576,0.4275,19.28472519,94,2767,,,,,,,,143.4814327
1577,0.398,18.045187,92,2592,,,,,,,,143.6394092
1579,0.3325,19.98066902,90,2848,,,,,,,,142.5377697
1581,0.353,17.94147491,92,2626,,,,,,,,146.3647784
1582,0.4035,17.08340645,94,2442,,,,,,,,142.9457297
1583,0.418,18.43285561,94,2653,,,,,,,,143.9277807
