Seed,Density,Execution ,Path Length,Visited,,,,,,,,Computational,time mean,time median,op mean,op median,time stdv,op stdv,,,Execution Time
181,0.4505,442.4190521,0,6,,,,,,,,1.356180294,,,,,,,44241.90521,,4.424190521
184,0.4585,505.5067539,0,6,,,,,,,,1.186927762,,,,,,,50550.67539,,5.055067539
187,0.4115,352.4904251,0,50,,,,,,,,14.18478246,,,,,,,35249.04251,,3.524904251
188,0.3685,387.3291016,0,45,,,,,,,,11.6180271,,,,,,,38732.91016,,3.873291016
190,0.3475,249.0913868,30,87,,,,,,,,34.92694032,,,,,,,24909.13868,,2.490913868
191,0.388,305.1528931,23,80,,,,,,,,26.21636622,,,,,,,30515.28931,,3.051528931
192,0.3675,347.5592136,0,51,,,,,,,,14.6737586,,,,,,,34755.92136,,3.475592136
193,0.3855,391.9193745,0,81,,,,,,,,20.66751614,,,,,,,39191.93745,,3.919193745
195,0.348,368.4997559,0,102,,,,,,,,27.67980124,,,,,,,36849.97559,,3.684997559
196,0.377,337.448597,13,91,,,,,,,,26.96707019,,,,,,,33744.8597,,3.37448597
197,0.3575,340.9342766,0,53,,,,,,,,15.54551819,,,,,,,34093.42766,,3.409342766
198,0.424,273.5722065,24,64,,,,,,,,23.39418935,,,,,,,27357.22065,,2.735722065
199,0.385,379.4770241,0,82,,,,,,,,21.60868637,,,,,,,37947.70241,,3.794770241
203,0.3885,389.0216351,0,23,,,,,,,,5.912267577,,,,,,,38902.16351,,3.890216351
205,0.3275,289.3929482,16,125,,,,,,,,43.19386522,,,,,,,28939.29482,,2.893929482
208,0.3325,276.6427994,0,44,,,,,,,,15.90498654,,,,,,,27664.27994,,2.766427994
212,0.361,317.4622059,0,46,,,,,,,,14.48991381,,,,,,,31746.22059,,3.174622059
215,0.398,289.3404961,3,83,,,,,,,,28.68592579,,,,,,,28934.04961,,2.893404961
219,0.4295,345.489502,0,2,,,,,,,,0.578888791,,,,,,,34548.9502,,3.45489502
223,0.372,386.0566616,0,79,,,,,,,,20.4633174,,,,,,,38605.66616,,3.860566616
224,0.367,381.6902637,0,89,,,,,,,,23.31733567,,,,,,,38169.02637,,3.816902637
226,0.4775,418.77985,0,61,,,,,,,,14.56612585,,,,,,,41877.985,,4.1877985
227,0.3985,373.5187054,0,106,,,,,,,,28.37876617,,,,,,,37351.87054,,3.735187054
229,0.391,423.9373207,0,8,,,,,,,,1.887071416,,,,,,,42393.73207,,4.239373207
230,0.3775,370.4557419,0,63,,,,,,,,17.00608005,,,,,,,37045.57419,,3.704557419
231,0.3505,242.34128,27,79,,,,,,,,32.59865591,,,,,,,24234.128,,2.4234128
232,0.449,531.768322,33,107,,,,,,,,20.12154458,,,,,,,53176.8322,,5.31768322
234,0.3545,275.4659653,19,69,,,,,,,,25.04846649,,,,,,,27546.59653,,2.754659653
235,0.4045,266.5812969,12,66,,,,,,,,24.75792592,,,,,,,26658.12969,,2.665812969
236,0.452,508.9108944,0,92,,,,,,,,18.07782089,,,,,,,50891.08944,,5.089108944
238,0.5185,415.050745,12,67,,,,,,,,16.14260444,,,,,,,41505.0745,,4.15050745
239,0.383,407.9761505,0,88,,,,,,,,21.56988831,,,,,,,40797.61505,,4.079761505
241,0.4245,417.100668,0,46,,,,,,,,11.02851267,,,,,,,41710.0668,,4.17100668
244,0.345,288.5401249,20,95,,,,,,,,32.92436365,,,,,,,28854.01249,,2.885401249
245,0.3785,207.9250813,32,64,,,,,,,,30.78031741,,,,,,,20792.50813,,2.079250813
246,0.4125,438.9946461,0,84,,,,,,,,19.13462972,,,,,,,43899.46461,,4.389946461
249,0.3775,223.729372,10,58,,,,,,,,25.92417772,,,,,,,22372.9372,,2.23729372
250,0.378,238.2528782,28,68,,,,,,,,28.54110327,,,,,,,23825.28782,,2.382528782
252,0.379,311.0611439,34,67,,,,,,,,21.53917367,,,,,,,31106.11439,,3.110611439
254,0.3895,309.0693951,6,88,,,,,,,,28.47257004,,,,,,,30906.93951,,3.090693951
256,0.394,401.3178349,0,52,,,,,,,,12.95731101,,,,,,,40131.78349,,4.013178349
258,0.367,296.2436676,0,2,,,,,,,,0.675119916,,,,,,,29624.36676,,2.962436676
259,0.4535,423.2890606,0,94,,,,,,,,22.20704685,,,,,,,42328.90606,,4.232890606
260,0.604,496.2656498,0,17,,,,,,,,3.425584666,,,,,,,49626.56498,,4.962656498
262,0.4425,411.1485481,0,5,,,,,,,,1.216105474,,,,,,,41114.85481,,4.111485481
264,0.4035,398.4668255,0,94,,,,,,,,23.59042058,,,,,,,39846.68255,,3.984668255
265,0.382,375.20051,0,54,,,,,,,,14.39230453,,,,,,,37520.051,,3.7520051
269,0.3845,331.9551945,24,78,,,,,,,,23.49714699,,,,,,,33195.51945,,3.319551945
270,0.4295,465.5544758,0,95,,,,,,,,20.40577525,,,,,,,46555.44758,,4.655544758
271,0.358,147.3274231,9,54,,,,,,,,36.65305404,,,,,,,14732.74231,,1.473274231
272,0.404,337.8663063,2,70,,,,,,,,20.71825414,,,,,,,33786.63063,,3.378663063
274,0.3755,172.4016666,27,45,,,,,,,,26.10183584,,,,,,,17240.16666,,1.724016666
276,0.5435,515.4862404,0,65,,,,,,,,12.60945393,,,,,,,51548.62404,,5.154862404
277,0.4145,417.7236557,0,68,,,,,,,,16.27870461,,,,,,,41772.36557,,4.177236557
279,0.3565,357.6328754,0,77,,,,,,,,21.53045911,,,,,,,35763.28754,,3.576328754
281,0.389,417.6082611,0,93,,,,,,,,22.2696744,,,,,,,41760.82611,,4.176082611
283,0.441,503.1571388,0,110,,,,,,,,21.86195753,,,,,,,50315.71388,,5.031571388
288,0.408,290.6959057,16,76,,,,,,,,26.14415907,,,,,,,29069.59057,,2.906959057
289,0.3775,410.4697704,0,117,,,,,,,,28.5039261,,,,,,,41046.97704,,4.104697704
291,0.3705,372.8673458,0,90,,,,,,,,24.13727054,,,,,,,37286.73458,,3.728673458
292,0.4735,470.8309174,0,90,,,,,,,,19.11514233,,,,,,,47083.09174,,4.708309174
293,0.407,269.5448399,25,77,,,,,,,,28.5666756,,,,,,,26954.48399,,2.695448399
295,0.3515,341.8838978,0,110,,,,,,,,32.17466535,,,,,,,34188.38978,,3.418838978
297,0.384,380.1395893,23,97,,,,,,,,25.51694239,,,,,,,38013.95893,,3.801395893
298,0.359,372.5469112,0,99,,,,,,,,26.5738346,,,,,,,37254.69112,,3.725469112
299,0.4305,438.25984,0,109,,,,,,,,24.87109017,,,,,,,43825.984,,4.3825984
300,0.4,263.2079124,25,67,,,,,,,,25.45516181,,,,,,,26320.79124,,2.632079124
303,0.386,278.2506943,10,67,,,,,,,,24.07900551,,,,,,,27825.06943,,2.782506943
304,0.457,472.5074768,0,59,,,,,,,,12.4865749,,,,,,,47250.74768,,4.725074768
305,0.395,386.6467476,0,69,,,,,,,,17.84574691,,,,,,,38664.67476,,3.866467476
307,0.4255,461.7695808,0,57,,,,,,,,12.34381873,,,,,,,46176.95808,,4.617695808
309,0.4265,348.088026,0,36,,,,,,,,10.34221154,,,,,,,34808.8026,,3.48088026
311,0.4335,410.3605747,0,86,,,,,,,,20.95717895,,,,,,,41036.05747,,4.103605747
312,0.437,476.7980576,0,103,,,,,,,,21.602437,,,,,,,47679.80576,,4.767980576
319,0.4185,478.6138535,0,114,,,,,,,,23.81878401,,,,,,,47861.38535,,4.786138535
321,0.3355,297.9302406,0,71,,,,,,,,23.83108202,,,,,,,29793.02406,,2.979302406
323,0.402,394.0405846,0,80,,,,,,,,20.30247724,,,,,,,39404.05846,,3.940405846
325,0.3685,218.2590961,24,57,,,,,,,,26.11575005,,,,,,,21825.90961,,2.182590961
329,0.409,473.7386703,0,124,,,,,,,,26.17476845,,,,,,,47373.86703,,4.737386703
332,0.377,347.2738266,0,98,,,,,,,,28.21980596,,,,,,,34727.38266,,3.472738266
333,0.3565,370.7304001,0,92,,,,,,,,24.81587698,,,,,,,37073.04001,,3.707304001
334,0.404,416.759491,0,86,,,,,,,,20.63540288,,,,,,,41675.9491,,4.16759491
336,0.3705,224.6866226,8,72,,,,,,,,32.04463139,,,,,,,22468.66226,,2.246866226
337,0.4765,454.6611309,0,89,,,,,,,,19.57501839,,,,,,,45466.11309,,4.546611309
340,0.3845,364.4912243,0,19,,,,,,,,5.212745529,,,,,,,36449.12243,,3.644912243
342,0.372,392.2781944,0,77,,,,,,,,19.62892689,,,,,,,39227.81944,,3.922781944
346,0.3825,358.4420681,0,45,,,,,,,,12.55432998,,,,,,,35844.20681,,3.584420681
347,0.4135,390.1767731,0,28,,,,,,,,7.176234448,,,,,,,39017.67731,,3.901767731
348,0.5195,295.1791286,5,44,,,,,,,,14.90620296,,,,,,,29517.91286,,2.951791286
349,0.413,337.8968239,0,8,,,,,,,,2.367586622,,,,,,,33789.68239,,3.378968239
350,0.3765,371.4232445,0,61,,,,,,,,16.42331246,,,,,,,37142.32445,,3.714232445
351,0.4485,408.9417458,0,52,,,,,,,,12.71574754,,,,,,,40894.17458,,4.089417458
352,0.423,460.6833458,0,87,,,,,,,,18.88498918,,,,,,,46068.33458,,4.606833458
354,0.3635,165.6110287,14,60,,,,,,,,36.22947123,,,,,,,16561.10287,,1.656110287
357,0.3805,383.9070797,0,14,,,,,,,,3.646715765,,,,,,,38390.70797,,3.839070797
359,0.4155,394.8249817,0,96,,,,,,,,24.31457087,,,,,,,39482.49817,,3.948249817
362,0.3925,373.5570908,0,27,,,,,,,,7.227810866,,,,,,,37355.70908,,3.735570908
363,0.4285,236.9451523,16,57,,,,,,,,24.05620011,,,,,,,23694.51523,,2.369451523
364,0.4465,386.7053986,0,6,,,,,,,,1.551568719,,,,,,,38670.53986,,3.867053986
368,0.557,528.2161236,0,58,,,,,,,,10.98035395,,,,,,,52821.61236,,5.282161236
371,0.522,499.8509884,0,96,,,,,,,,19.20572375,,,,,,,49985.09884,,4.998509884
372,0.3585,242.9647446,29,61,,,,,,,,25.10652321,,,,,,,24296.47446,,2.429647446
375,0.3775,349.668026,0,3,,,,,,,,0.857956627,,,,,,,34966.8026,,3.49668026
376,0.3765,316.1833286,0,54,,,,,,,,17.07869932,,,,,,,31618.33286,,3.161833286
378,0.3725,224.0278721,5,65,,,,,,,,29.01424693,,,,,,,22402.78721,,2.240278721
379,0.3695,352.604866,29,104,,,,,,,,29.49477163,,,,,,,35260.4866,,3.52604866
380,0.456,474.0738869,0,59,,,,,,,,12.44531741,,,,,,,47407.38869,,4.740738869
382,0.3395,169.4016457,28,75,,,,,,,,44.2734778,,,,,,,16940.16457,,1.694016457
384,0.492,182.710886,27,43,,,,,,,,23.53444885,,,,,,,18271.0886,,1.82710886
385,0.372,404.22225,0,107,,,,,,,,26.47058642,,,,,,,40422.225,,4.0422225
387,0.371,388.7822628,0,90,,,,,,,,23.14920422,,,,,,,38878.22628,,3.887822628
390,0.435,427.1771908,0,22,,,,,,,,5.150087709,,,,,,,42717.71908,,4.271771908
392,0.428,488.9874458,0,101,,,,,,,,20.65492701,,,,,,,48898.74458,,4.889874458
393,0.4595,398.4205723,0,48,,,,,,,,12.04757067,,,,,,,39842.05723,,3.984205723
394,0.4275,373.7435341,0,9,,,,,,,,2.408068416,,,,,,,37374.35341,,3.737435341
395,0.361,355.3051949,0,76,,,,,,,,21.39006158,,,,,,,35530.51949,,3.553051949
397,0.3735,407.0293903,26,118,,,,,,,,28.99053553,,,,,,,40702.93903,,4.070293903
398,0.3575,338.8683796,0,83,,,,,,,,24.49328559,,,,,,,33886.83796,,3.388683796
399,0.4215,392.4078941,0,96,,,,,,,,24.46433964,,,,,,,39240.78941,,3.924078941
400,0.3645,333.4541321,0,102,,,,,,,,30.58891469,,,,,,,33345.41321,,3.334541321
403,0.3815,214.1430378,25,66,,,,,,,,30.82052103,,,,,,,21414.30378,,2.141430378
404,0.4195,442.2392845,0,80,,,,,,,,18.0897543,,,,,,,44223.92845,,4.422392845
406,0.368,355.6842804,17,116,,,,,,,,32.61319276,,,,,,,35568.42804,,3.556842804
408,0.4795,430.6151867,0,60,,,,,,,,13.9335541,,,,,,,43061.51867,,4.306151867
409,0.446,376.101017,0,36,,,,,,,,9.571896478,,,,,,,37610.1017,,3.76101017
410,0.4125,348.7067223,0,55,,,,,,,,15.7725666,,,,,,,34870.67223,,3.487067223
411,0.485,497.7974892,0,37,,,,,,,,7.432741386,,,,,,,49779.74892,,4.977974892
412,0.483,497.8404045,0,105,,,,,,,,21.09109647,,,,,,,49784.04045,,4.978404045
414,0.4285,273.0166912,31,69,,,,,,,,25.27318007,,,,,,,27301.66912,,2.730166912
416,0.4485,480.2503586,0,29,,,,,,,,6.038517094,,,,,,,48025.03586,,4.802503586
419,0.53,461.3604546,0,41,,,,,,,,8.886760794,,,,,,,46136.04546,,4.613604546
420,0.417,369.3490028,9,77,,,,,,,,20.84749097,,,,,,,36934.90028,,3.693490028
422,0.36,337.1107578,0,48,,,,,,,,14.2386438,,,,,,,33711.07578,,3.371107578
425,0.355,362.8120422,0,102,,,,,,,,28.11373056,,,,,,,36281.20422,,3.628120422
430,0.4235,388.9889717,0,83,,,,,,,,21.33736585,,,,,,,38898.89717,,3.889889717
437,0.3995,267.0514584,30,86,,,,,,,,32.2035313,,,,,,,26705.14584,,2.670514584
440,0.4145,479.809761,0,106,,,,,,,,22.09208912,,,,,,,47980.9761,,4.79809761
443,0.402,365.5350208,0,71,,,,,,,,19.4235835,,,,,,,36553.50208,,3.655350208
446,0.3835,432.7304363,0,124,,,,,,,,28.65525269,,,,,,,43273.04363,,4.327304363
447,0.4165,421.8988419,0,73,,,,,,,,17.30272586,,,,,,,42189.88419,,4.218988419
448,0.399,335.0360394,0,49,,,,,,,,14.62529228,,,,,,,33503.60394,,3.350360394
450,0.3945,394.3452835,0,80,,,,,,,,20.28679012,,,,,,,39434.52835,,3.943452835
451,0.3885,462.0161057,0,12,,,,,,,,2.597312053,,,,,,,46201.61057,,4.620161057
452,0.3815,283.7338448,29,75,,,,,,,,26.43322303,,,,,,,28373.38448,,2.837338448
454,0.3985,357.4674129,0,64,,,,,,,,17.90372988,,,,,,,35746.74129,,3.574674129
455,0.453,476.6471386,0,46,,,,,,,,9.650745022,,,,,,,47664.71386,,4.766471386
456,0.4095,459.7890377,0,126,,,,,,,,27.40387214,,,,,,,45978.90377,,4.597890377
457,0.417,434.1959953,0,13,,,,,,,,2.994039591,,,,,,,43419.59953,,4.341959953
458,0.4065,353.0523777,28,111,,,,,,,,31.44009416,,,,,,,35305.23777,,3.530523777
461,0.4045,361.1390591,28,91,,,,,,,,25.19804981,,,,,,,36113.90591,,3.611390591
462,0.4405,419.4922447,0,99,,,,,,,,23.59995953,,,,,,,41949.22447,,4.194922447
463,0.5945,685.1775646,0,67,,,,,,,,9.778487134,,,,,,,68517.75646,,6.851775646
469,0.4185,479.6748161,0,117,,,,,,,,24.39152444,,,,,,,47967.48161,,4.796748161
474,0.372,346.4653492,27,86,,,,,,,,24.82210709,,,,,,,34646.53492,,3.464653492
475,0.527,507.1773529,0,15,,,,,,,,2.957545307,,,,,,,50717.73529,,5.071773529
476,0.3955,428.8611412,0,103,,,,,,,,24.01709787,,,,,,,42886.11412,,4.288611412
477,0.439,437.3738766,0,46,,,,,,,,10.51731767,,,,,,,43737.38766,,4.373738766
478,0.401,349.1823673,0,50,,,,,,,,14.31916519,,,,,,,34918.23673,,3.491823673
479,0.381,240.5042648,17,65,,,,,,,,27.02654776,,,,,,,24050.42648,,2.405042648
480,0.338,311.6800785,0,98,,,,,,,,31.44249721,,,,,,,31168.00785,,3.116800785
482,0.395,452.6174068,0,123,,,,,,,,27.17526948,,,,,,,45261.74068,,4.526174068
483,0.37,338.4280205,0,10,,,,,,,,2.954838073,,,,,,,33842.80205,,3.384280205
484,0.4,317.199707,17,77,,,,,,,,24.27492785,,,,,,,31719.9707,,3.17199707
485,0.421,448.4963417,0,99,,,,,,,,22.07375865,,,,,,,44849.63417,,4.484963417
486,0.428,177.0629883,10,46,,,,,,,,25.97945536,,,,,,,17706.29883,,1.770629883
488,0.554,545.678854,0,92,,,,,,,,16.8597334,,,,,,,54567.8854,,5.45678854
489,0.3585,159.1691971,27,46,,,,,,,,28.90006411,,,,,,,15916.91971,,1.591691971
491,0.348,301.1775017,0,26,,,,,,,,8.632782945,,,,,,,30117.75017,,3.011775017
494,0.3885,423.1374264,0,100,,,,,,,,23.63298393,,,,,,,42313.74264,,4.231374264
497,0.393,406.7876339,0,84,,,,,,,,20.64959527,,,,,,,40678.76339,,4.067876339
499,0.419,423.6519337,28,100,,,,,,,,23.60428268,,,,,,,42365.19337,,4.236519337
500,0.369,383.0680847,0,68,,,,,,,,17.75141358,,,,,,,38306.80847,,3.830680847
501,0.4175,449.6428967,0,101,,,,,,,,22.46226967,,,,,,,44964.28967,,4.496428967
502,0.525,250.8378029,8,41,,,,,,,,16.3452237,,,,,,,25083.78029,,2.508378029
503,0.339,301.8975258,0,102,,,,,,,,33.78629875,,,,,,,30189.75258,,3.018975258
504,0.439,485.2664471,0,95,,,,,,,,19.57687381,,,,,,,48526.64471,,4.852664471
505,0.361,189.9654865,11,65,,,,,,,,34.21674179,,,,,,,18996.54865,,1.899654865
507,0.407,422.2335815,0,88,,,,,,,,20.84154455,,,,,,,42223.35815,,4.222335815
508,0.352,367.944479,0,112,,,,,,,,30.43937507,,,,,,,36794.4479,,3.67944479
509,0.3675,165.1911736,29,56,,,,,,,,33.90011632,,,,,,,16519.11736,,1.651911736
510,0.3845,366.3771152,0,29,,,,,,,,7.915341542,,,,,,,36637.71152,,3.663771152
511,0.415,400.5424976,0,15,,,,,,,,3.744920973,,,,,,,40054.24976,,4.005424976
513,0.389,358.3321571,0,5,,,,,,,,1.395353417,,,,,,,35833.21571,,3.583321571
517,0.3445,328.9780617,0,51,,,,,,,,15.50255349,,,,,,,32897.80617,,3.289780617
519,0.403,267.4984932,19,64,,,,,,,,23.92536841,,,,,,,26749.84932,,2.674984932
521,0.3945,332.347393,5,72,,,,,,,,21.66407847,,,,,,,33234.7393,,3.32347393
523,0.3625,352.8313637,0,67,,,,,,,,18.98924157,,,,,,,35283.13637,,3.528313637
524,0.363,360.0826263,31,101,,,,,,,,28.04911779,,,,,,,36008.26263,,3.600826263
526,0.4305,448.1134415,0,51,,,,,,,,11.38104669,,,,,,,44811.34415,,4.481134415
528,0.4375,382.673502,0,55,,,,,,,,14.37256557,,,,,,,38267.3502,,3.82673502
530,0.3675,317.8246021,25,90,,,,,,,,28.31750576,,,,,,,31782.46021,,3.178246021
532,0.417,390.0313377,7,89,,,,,,,,22.81867927,,,,,,,39003.13377,,3.900313377
533,0.3775,341.4092064,0,46,,,,,,,,13.47356754,,,,,,,34140.92064,,3.414092064
534,0.46,427.3855686,0,82,,,,,,,,19.18642229,,,,,,,42738.55686,,4.273855686
535,0.4535,455.4533958,29,77,,,,,,,,16.9062303,,,,,,,45545.33958,,4.554533958
536,0.4925,588.2480145,0,95,,,,,,,,16.14965077,,,,,,,58824.80145,,5.882480145
538,0.3825,285.1178646,27,81,,,,,,,,28.40930368,,,,,,,28511.78646,,2.851178646
540,0.491,296.4496613,26,59,,,,,,,,19.90219848,,,,,,,29644.96613,,2.964496613
544,0.521,505.3219795,0,71,,,,,,,,14.05044761,,,,,,,50532.19795,,5.053219795
545,0.371,389.4433975,0,44,,,,,,,,11.29817588,,,,,,,38944.33975,,3.894433975
546,0.588,504.026413,17,63,,,,,,,,12.49934495,,,,,,,50402.6413,,5.04026413
549,0.394,375.1034737,0,22,,,,,,,,5.865048325,,,,,,,37510.34737,,3.751034737
551,0.3795,348.1688499,0,9,,,,,,,,2.584952675,,,,,,,34816.88499,,3.481688499
552,0.3555,350.3992558,10,94,,,,,,,,26.82654099,,,,,,,35039.92558,,3.503992558
553,0.466,525.1615047,0,91,,,,,,,,17.32800275,,,,,,,52516.15047,,5.251615047
554,0.4375,399.0700245,0,78,,,,,,,,19.54544196,,,,,,,39907.00245,,3.990700245
555,0.4375,465.2118683,0,98,,,,,,,,21.06567065,,,,,,,46521.18683,,4.652118683
557,0.3725,391.0427094,0,107,,,,,,,,27.36274004,,,,,,,39104.27094,,3.910427094
558,0.4525,493.2687283,0,66,,,,,,,,13.38013059,,,,,,,49326.87283,,4.932687283
561,0.4375,326.9481659,18,73,,,,,,,,22.32769828,,,,,,,32694.81659,,3.269481659
562,0.341,327.3000717,0,63,,,,,,,,19.24839175,,,,,,,32730.00717,,3.273000717
563,0.6465,597.1465111,0,22,,,,,,,,3.684187983,,,,,,,59714.65111,,5.971465111
564,0.4075,387.0413303,0,93,,,,,,,,24.0284416,,,,,,,38704.13303,,3.870413303
565,0.364,327.5809288,0,92,,,,,,,,28.08466303,,,,,,,32758.09288,,3.275809288
566,0.375,390.6033039,0,47,,,,,,,,12.03266832,,,,,,,39060.33039,,3.906033039
567,0.39,419.4407463,0,68,,,,,,,,16.21206347,,,,,,,41944.07463,,4.194407463
568,0.5555,516.7071819,0,28,,,,,,,,5.418929905,,,,,,,51670.71819,,5.167071819
569,0.38,426.484108,0,101,,,,,,,,23.68200787,,,,,,,42648.4108,,4.26484108
573,0.469,523.9610672,0,30,,,,,,,,5.725616249,,,,,,,52396.10672,,5.239610672
574,0.3635,377.3794174,0,108,,,,,,,,28.61841293,,,,,,,37737.94174,,3.773794174
575,0.4385,422.8627682,0,84,,,,,,,,19.8646006,,,,,,,42286.27682,,4.228627682
576,0.375,383.4166527,0,60,,,,,,,,15.64877258,,,,,,,38341.66527,,3.834166527
577,0.436,403.8815498,30,67,,,,,,,,16.58902221,,,,,,,40388.15498,,4.038815498
579,0.451,459.4635963,0,118,,,,,,,,25.68212171,,,,,,,45946.35963,,4.594635963
584,0.359,337.6874924,0,85,,,,,,,,25.17120175,,,,,,,33768.74924,,3.376874924
585,0.438,473.5589027,0,53,,,,,,,,11.19184957,,,,,,,47355.89027,,4.735589027
586,0.36,320.8668232,24,98,,,,,,,,30.54226642,,,,,,,32086.68232,,3.208668232
588,0.387,335.2921009,0,49,,,,,,,,14.61412299,,,,,,,33529.21009,,3.352921009
591,0.4185,419.4273949,0,114,,,,,,,,27.17991275,,,,,,,41942.73949,,4.194273949
594,0.4505,389.2056942,0,62,,,,,,,,15.92987999,,,,,,,38920.56942,,3.892056942
596,0.3555,391.2556171,0,128,,,,,,,,32.71518527,,,,,,,39125.56171,,3.912556171
598,0.4115,344.039917,25,65,,,,,,,,18.89315652,,,,,,,34403.9917,,3.44039917
599,0.418,451.253891,0,87,,,,,,,,19.27961215,,,,,,,45125.3891,,4.51253891
601,0.3865,377.7883053,0,97,,,,,,,,25.67575508,,,,,,,37778.83053,,3.777883053
602,0.428,452.2254467,0,71,,,,,,,,15.70013375,,,,,,,45222.54467,,4.522254467
603,0.424,446.0687637,0,59,,,,,,,,13.22666028,,,,,,,44606.87637,,4.460687637
605,0.3645,295.6411839,0,3,,,,,,,,1.014743603,,,,,,,29564.11839,,2.956411839
606,0.382,383.2406998,11,71,,,,,,,,18.52621604,,,,,,,38324.06998,,3.832406998
609,0.3885,376.7318726,0,126,,,,,,,,33.44553757,,,,,,,37673.18726,,3.767318726
611,0.447,346.5158939,19,87,,,,,,,,25.10707345,,,,,,,34651.58939,,3.465158939
612,0.376,337.1036053,0,60,,,,,,,,17.79868238,,,,,,,33710.36053,,3.371036053
614,0.4615,496.4721203,0,79,,,,,,,,15.91227317,,,,,,,49647.21203,,4.964721203
618,0.3935,404.0462971,0,87,,,,,,,,21.53218595,,,,,,,40404.62971,,4.040462971
622,0.385,315.032959,0,5,,,,,,,,1.587135523,,,,,,,31503.2959,,3.15032959
623,0.401,346.5313911,0,69,,,,,,,,19.91161602,,,,,,,34653.13911,,3.465313911
626,0.4235,417.8190231,0,57,,,,,,,,13.64227018,,,,,,,41781.90231,,4.178190231
627,0.424,432.4271679,0,42,,,,,,,,9.712618244,,,,,,,43242.71679,,4.324271679
630,0.4445,442.6386356,0,92,,,,,,,,20.78444867,,,,,,,44263.86356,,4.426386356
631,0.397,335.8523846,0,22,,,,,,,,6.550496888,,,,,,,33585.23846,,3.358523846
632,0.421,404.4251442,0,109,,,,,,,,26.9518356,,,,,,,40442.51442,,4.044251442
635,0.3385,313.6181831,0,102,,,,,,,,32.52362443,,,,,,,31361.81831,,3.136181831
636,0.36,229.2461395,7,62,,,,,,,,27.04516645,,,,,,,22924.61395,,2.292461395
638,0.4745,414.7634506,0,33,,,,,,,,7.956342333,,,,,,,41476.34506,,4.147634506
642,0.3545,243.7074184,32,63,,,,,,,,25.8506698,,,,,,,24370.74184,,2.437074184
643,0.393,178.1673431,31,67,,,,,,,,37.60509577,,,,,,,17816.73431,,1.781673431
644,0.4905,467.0312405,28,80,,,,,,,,17.12947509,,,,,,,46703.12405,,4.670312405
647,0.3775,354.5851707,8,102,,,,,,,,28.7660084,,,,,,,35458.51707,,3.545851707
649,0.571,667.2985554,0,33,,,,,,,,4.945312669,,,,,,,66729.85554,,6.672985554
650,0.464,524.6558189,0,60,,,,,,,,11.43606872,,,,,,,52465.58189,,5.246558189
654,0.3515,373.3525276,0,105,,,,,,,,28.12355408,,,,,,,37335.25276,,3.733525276
655,0.3665,388.9989853,0,100,,,,,,,,25.70700793,,,,,,,38899.89853,,3.889989853
657,0.3675,223.9766121,18,69,,,,,,,,30.80678797,,,,,,,22397.66121,,2.239766121
659,0.4795,458.2538605,0,12,,,,,,,,2.618635877,,,,,,,45825.38605,,4.582538605
662,0.3445,230.0150394,21,73,,,,,,,,31.73705519,,,,,,,23001.50394,,2.300150394
663,0.3935,306.5731525,31,84,,,,,,,,27.39965953,,,,,,,30657.31525,,3.065731525
664,0.426,396.8036175,0,8,,,,,,,,2.016110652,,,,,,,39680.36175,,3.968036175
666,0.528,502.414465,0,9,,,,,,,,1.791349698,,,,,,,50241.4465,,5.02414465
668,0.3585,335.9055519,0,2,,,,,,,,0.595405461,,,,,,,33590.55519,,3.359055519
670,0.3995,385.6389523,15,85,,,,,,,,22.04134191,,,,,,,38563.89523,,3.856389523
671,0.406,332.7240944,24,67,,,,,,,,20.13680438,,,,,,,33272.40944,,3.327240944
674,0.4155,399.2714882,0,31,,,,,,,,7.76414067,,,,,,,39927.14882,,3.992714882
677,0.3895,162.4248028,25,55,,,,,,,,33.86182347,,,,,,,16242.48028,,1.624248028
678,0.3895,353.0220985,0,6,,,,,,,,1.699610315,,,,,,,35302.20985,,3.530220985
680,0.4205,312.7028942,23,100,,,,,,,,31.97923711,,,,,,,31270.28942,,3.127028942
682,0.3885,340.1446342,0,85,,,,,,,,24.98936965,,,,,,,34014.46342,,3.401446342
683,0.3895,326.1790276,19,90,,,,,,,,27.5922093,,,,,,,32617.90276,,3.261790276
684,0.531,394.1655159,13,88,,,,,,,,22.32564657,,,,,,,39416.55159,,3.941655159
685,0.479,418.1320667,0,56,,,,,,,,13.39289771,,,,,,,41813.20667,,4.181320667
688,0.3975,431.9090843,0,122,,,,,,,,28.24668534,,,,,,,43190.90843,,4.319090843
689,0.359,199.4297504,30,70,,,,,,,,35.10007903,,,,,,,19942.97504,,1.994297504
690,0.392,280.2097797,0,5,,,,,,,,1.784377407,,,,,,,28020.97797,,2.802097797
691,0.3895,389.4996643,0,62,,,,,,,,15.91785711,,,,,,,38949.96643,,3.894996643
693,0.361,347.202301,0,5,,,,,,,,1.440082622,,,,,,,34720.2301,,3.47202301
694,0.396,289.2379761,15,50,,,,,,,,17.2868033,,,,,,,28923.79761,,2.892379761
697,0.3645,159.1639519,26,47,,,,,,,,29.52929947,,,,,,,15916.39519,,1.591639519
698,0.3765,366.2705421,0,109,,,,,,,,29.75942301,,,,,,,36627.05421,,3.662705421
699,0.441,396.168232,0,75,,,,,,,,18.93135137,,,,,,,39616.8232,,3.96168232
