Seed,Density,Execution ,Path Length,Visited,min path,max path,min visited,max visited,norm path,norm visited,cost,optimality,time mean,time median,op mean,op median,time stdv,op stdv,Execution Time,, Time
397,0.3735,407.0293903,26,118,,,,,0.702702703,0.841726619,0.744409878,1.343344153,,,,,,,4.070293903,,16.55101776
398,0.3575,338.8683796,0,83,,,,,0,0.589928058,0.176978417,5.650374577,,,,,,,3.388683796,,19.71125603
399,0.4215,392.4078941,0,96,,,,,0,0.683453237,0.205035971,4.877169196,,,,,,,3.924078941,,19.500494
400,0.3645,333.4541321,0,102,,,,,0,0.726618705,0.217985612,4.587437701,,,,,,,3.334541321,,22.15981483
403,0.3815,214.1430378,25,66,,,,,0.675675676,0.467625899,0.613260743,1.630625115,,,,,,,2.141430378,,14.3404007
404,0.4195,442.2392845,0,80,,,,,0,0.568345324,0.170503597,5.864944505,,,,,,,4.422392845,,16.94011688
406,0.368,355.6842804,17,116,,,,,0.459459459,0.827338129,0.56982306,1.754927651,,,,,,,3.556842804,,17.39358902
408,0.4795,430.6151867,0,60,,,,,0,0.424460432,0.127338129,7.853045674,,,,,,,4.306151867,,11.87849045
409,0.446,376.101017,0,36,,,,,0,0.251798561,0.075539568,13.23791999,,,,,,,3.76101017,,18.89634132
410,0.4125,348.7067223,0,55,,,,,0,0.388489209,0.116546763,8.580173294,,,,,,,3.487067223,,17.71998405
411,0.485,497.7974892,0,37,,,,,0,0.258992806,0.077697842,12.87020473,,,,,,,4.977974892,,16.75844193
412,0.483,497.8404045,0,105,,,,,0,0.748201439,0.224460432,4.455108357,,,,,,,4.978404045,,17.31753349
414,0.4285,273.0166912,31,69,,,,,0.837837838,0.489208633,0.733249076,1.363791198,,,,,,,2.730166912,,14.83678818
416,0.4485,480.2503586,0,29,,,,,0,0.201438849,0.060431655,16.54734523,,,,,,,4.802503586,,16.81089401
419,0.53,461.3604546,0,41,,,,,0,0.287769784,0.086330935,11.58319916,,,,,,,4.613604546,,17.44651794
420,0.417,369.3490028,9,77,,,,,0.243243243,0.54676259,0.334299047,2.991324734,,,,,,,3.693490028,,18.30911636
422,0.36,337.1107578,0,48,,,,,0,0.338129496,0.101438849,9.858058846,,,,,,,3.371107578,,18.61691475
425,0.355,362.8120422,0,102,,,,,0,0.726618705,0.217985612,4.587437701,,,,,,,3.628120422,,19.58703995
430,0.4235,388.9889717,0,83,,,,,0,0.589928058,0.176978417,5.650374577,,,,,,,3.889889717,,16.79158211
437,0.3995,267.0514584,30,86,,,,,0.810810811,0.611510791,0.751020805,1.331519263,,,,,,,2.670514584,,18.82505417
440,0.4145,479.809761,0,106,,,,,0,0.755395683,0.226618705,4.412678941,,,,,,,4.79809761,,13.54670525
443,0.402,365.5350208,0,71,,,,,0,0.503597122,0.151079137,6.619003808,,,,,,,3.655350208,,17.33708382
446,0.3835,432.7304363,0,124,,,,,0,0.884892086,0.265467626,3.76692348,,,,,,,4.327304363,,13.69261742
447,0.4165,421.8988419,0,73,,,,,0,0.517985612,0.155395683,6.435143774,,,,,,,4.218988419,,11.85083389
448,0.399,335.0360394,0,49,,,,,0,0.345323741,0.103597122,9.652684603,,,,,,,3.350360394,,18.31030846
450,0.3945,394.3452835,0,80,,,,,0,0.568345324,0.170503597,5.864944505,,,,,,,3.943452835,,16.15285873
451,0.3885,462.0161057,0,12,,,,,0,0.079136691,0.023741007,42.119438,,,,,,,4.620161057,,17.79985428
452,0.3815,283.7338448,29,75,,,,,0.783783784,0.532374101,0.708360879,1.411707815,,,,,,,2.837338448,,19.84453201
454,0.3985,357.4674129,0,64,,,,,0,0.45323741,0.135971223,7.354443266,,,,,,,3.574674129,,19.13380623
455,0.453,476.6471386,0,46,,,,,0,0.323741007,0.097122302,10.29619028,,,,,,,4.766471386,,16.44515991
456,0.4095,459.7890377,0,126,,,,,0,0.899280576,0.269784173,3.706652927,,,,,,,4.597890377,,18.22471619
457,0.417,434.1959953,0,13,,,,,0,0.086330935,0.025899281,38.60962035,,,,,,,4.341959953,,17.54999161
458,0.4065,353.0523777,28,111,,,,,0.756756757,0.791366906,0.767139802,1.303541668,,,,,,,3.530523777,,15.97809792
461,0.4045,361.1390591,28,91,,,,,0.756756757,0.647482014,0.723974334,1.381262528,,,,,,,3.611390591,,19.77682114
462,0.4405,419.4922447,0,99,,,,,0,0.705035971,0.211510791,4.727868804,,,,,,,4.194922447,,15.58732986
463,0.5945,685.1775646,0,67,,,,,0,0.474820144,0.142446043,7.020152737,,,,,,,6.851775646,,17.16995239
469,0.4185,479.6748161,0,117,,,,,0,0.834532374,0.250359712,3.99423692,,,,,,,4.796748161,,20.16091347
474,0.372,346.4653492,27,86,,,,,0.72972973,0.611510791,0.694264048,1.440372092,,,,,,,3.464653492,,15.0551796
475,0.527,507.1773529,0,15,,,,,0,0.100719424,0.030215827,33.09414284,,,,,,,5.071773529,,18.36013794
476,0.3955,428.8611412,0,103,,,,,0,0.73381295,0.220143885,4.542463026,,,,,,,4.288611412,,22.19152451
477,0.439,437.3738766,0,46,,,,,0,0.323741007,0.097122302,10.29619028,,,,,,,4.373738766,,15.58470726
478,0.401,349.1823673,0,50,,,,,0,0.352517986,0.105755396,9.455692902,,,,,,,3.491823673,,25.4137516
479,0.381,240.5042648,17,65,,,,,0.459459459,0.460431655,0.459751118,2.17508514,,,,,,,2.405042648,,21.21949196
480,0.338,311.6800785,0,98,,,,,0,0.697841727,0.209352518,4.776609486,,,,,,,3.116800785,,16.5810585
482,0.395,452.6174068,0,123,,,,,0,0.877697842,0.263309353,3.797799784,,,,,,,4.526174068,,19.03367043
483,0.37,338.4280205,0,10,,,,,0,0.064748201,0.01942446,51.47883127,,,,,,,3.384280205,,16.06559753
484,0.4,317.199707,17,77,,,,,0.459459459,0.54676259,0.485650399,2.059090127,,,,,,,3.17199707,,17.49253273
485,0.421,448.4963417,0,99,,,,,0,0.705035971,0.211510791,4.727868804,,,,,,,4.484963417,,20.4668045
486,0.428,177.0629883,10,46,,,,,0.27027027,0.323741007,0.286311491,3.492687292,,,,,,,1.770629883,,18.45026016
488,0.554,545.678854,0,92,,,,,0,0.654676259,0.196402878,5.091549168,,,,,,,5.45678854,,17.75455475
489,0.3585,159.1691971,27,46,,,,,0.72972973,0.323741007,0.607933113,1.644915096,,,,,,,1.591691971,,21.82793617
491,0.348,301.1775017,0,26,,,,,0,0.179856115,0.053956835,18.53298986,,,,,,,3.011775017,,16.97468758
494,0.3885,423.1374264,0,100,,,,,0,0.712230216,0.213669065,4.680112777,,,,,,,4.231374264,,16.22128487
497,0.393,406.7876339,0,84,,,,,0,0.597122302,0.179136691,5.582298155,,,,,,,4.067876339,,17.84062386
499,0.419,423.6519337,28,100,,,,,0.756756757,0.712230216,0.743398794,1.345171209,,,,,,,4.236519337,,22.08757401
500,0.369,383.0680847,0,68,,,,,0,0.482014388,0.144604317,6.915375063,,,,,,,3.830680847,,19.09518242
501,0.4175,449.6428967,0,101,,,,,0,0.71942446,0.215827338,4.633311866,,,,,,,4.496428967,,22.42183685
502,0.525,250.8378029,8,41,,,,,0.216216216,0.287769784,0.237682287,4.207279419,,,,,,,2.508378029,,17.82298088
503,0.339,301.8975258,0,102,,,,,0,0.726618705,0.217985612,4.587437701,,,,,,,3.018975258,,25.68840981
504,0.439,485.2664471,0,95,,,,,0,0.676258993,0.202877698,4.929053718,,,,,,,4.852664471,,17.33136177
505,0.361,189.9654865,11,65,,,,,0.297297297,0.460431655,0.346237605,2.888181696,,,,,,,1.899654865,,19.93346214
507,0.407,422.2335815,0,88,,,,,0,0.625899281,0.187769784,5.325642135,,,,,,,4.222335815,,16.0381794
508,0.352,367.944479,0,112,,,,,0,0.798561151,0.239568345,4.174156751,,,,,,,3.67944479,,21.87204361
509,0.3675,165.1911736,29,56,,,,,0.783783784,0.395683453,0.667353685,1.498453556,,,,,,,1.651911736,,13.879776
510,0.3845,366.3771152,0,29,,,,,0,0.201438849,0.060431655,16.54734523,,,,,,,3.663771152,,18.50676537
511,0.415,400.5424976,0,15,,,,,0,0.100719424,0.030215827,33.09414284,,,,,,,4.005424976,,26.99565887
513,0.389,358.3321571,0,5,,,,,0,0.028776978,0.008633094,115.8199175,,,,,,,3.583321571,,16.11304283
517,0.3445,328.9780617,0,51,,,,,0,0.35971223,0.107913669,9.266580796,,,,,,,3.289780617,,19.74344254
519,0.403,267.4984932,19,64,,,,,0.513513514,0.45323741,0.495430682,2.018441766,,,,,,,2.674984932,,11.64031029
521,0.3945,332.347393,5,72,,,,,0.135135135,0.510791367,0.247832005,4.034975089,,,,,,,3.32347393,,18.6316967
523,0.3625,352.8313637,0,67,,,,,0,0.474820144,0.142446043,7.020152737,,,,,,,3.528313637,,19.84381676
524,0.363,360.0826263,31,101,,,,,0.837837838,0.71942446,0.802313825,1.246393522,,,,,,,3.600826263,,19.48475838
526,0.4305,448.1134415,0,51,,,,,0,0.35971223,0.107913669,9.266580796,,,,,,,4.481134415,,13.98873329
528,0.4375,382.673502,0,55,,,,,0,0.388489209,0.116546763,8.580173294,,,,,,,3.82673502,,15.66982269
530,0.3675,317.8246021,25,90,,,,,0.675675676,0.64028777,0.665059304,1.503623046,,,,,,,3.178246021,,17.72928238
532,0.417,390.0313377,7,89,,,,,0.189189189,0.633093525,0.32236049,3.102107513,,,,,,,3.900313377,,21.19708061
533,0.3775,341.4092064,0,46,,,,,0,0.323741007,0.097122302,10.29619028,,,,,,,3.414092064,,12.66407967
534,0.46,427.3855686,0,82,,,,,0,0.582733813,0.174820144,5.720131889,,,,,,,4.273855686,,15.27070999
535,0.4535,455.4533958,29,77,,,,,0.783783784,0.54676259,0.712677426,1.403157391,,,,,,,4.554533958,,18.34774017
536,0.4925,588.2480145,0,95,,,,,0,0.676258993,0.202877698,4.929053718,,,,,,,5.882480145,,15.35725594
538,0.3825,285.1178646,27,81,,,,,0.72972973,0.575539568,0.683472681,1.463114129,,,,,,,2.851178646,,17.92287827
540,0.491,296.4496613,26,59,,,,,0.702702703,0.417266187,0.617071748,1.62055447,,,,,,,2.964496613,,17.19760895
544,0.521,505.3219795,0,71,,,,,0,0.503597122,0.151079137,6.619003808,,,,,,,5.053219795,,18.75805855
545,0.371,389.4433975,0,44,,,,,0,0.309352518,0.092805755,10.77507769,,,,,,,3.894433975,,21.5306282
546,0.588,504.026413,17,63,,,,,0.459459459,0.446043165,0.455434571,2.195700255,,,,,,,5.04026413,,11.02566719
549,0.394,375.1034737,0,22,,,,,0,0.151079137,0.045323741,22.06300528,,,,,,,3.751034737,,13.28110695
551,0.3795,348.1688499,0,9,,,,,0,0.057553957,0.017266187,57.91331252,,,,,,,3.481688499,,15.12479782
552,0.3555,350.3992558,10,94,,,,,0.27027027,0.669064748,0.389908614,2.564696958,,,,,,,3.503992558,,20.99919319
553,0.466,525.1615047,0,91,,,,,0,0.647482014,0.194244604,5.148121645,,,,,,,5.251615047,,14.75548744
554,0.4375,399.0700245,0,78,,,,,0,0.553956835,0.16618705,6.017279809,,,,,,,3.990700245,,13.57221603
555,0.4375,465.2118683,0,98,,,,,0,0.697841727,0.209352518,4.776609486,,,,,,,4.652118683,,14.5611763
557,0.3725,391.0427094,0,107,,,,,0,0.762589928,0.228776978,4.371050076,,,,,,,3.910427094,,19.95491982
558,0.4525,493.2687283,0,66,,,,,0,0.467625899,0.14028777,7.128154317,,,,,,,4.932687283,,11.55567169
561,0.4375,326.9481659,18,73,,,,,0.486486486,0.517985612,0.495936224,2.016384235,,,,,,,3.269481659,,18.5008049
562,0.341,327.3000717,0,63,,,,,0,0.446043165,0.13381295,7.473062432,,,,,,,3.273000717,,16.63208008
563,0.6465,597.1465111,0,22,,,,,0,0.151079137,0.045323741,22.06300528,,,,,,,5.971465111,,14.07885551
564,0.4075,387.0413303,0,93,,,,,0,0.661870504,0.198561151,5.036206521,,,,,,,3.870413303,,18.30554008
565,0.364,327.5809288,0,92,,,,,0,0.654676259,0.196402878,5.091549168,,,,,,,3.275809288,,19.91987228
566,0.375,390.6033039,0,47,,,,,0,0.330935252,0.099280576,10.07236231,,,,,,,3.906033039,,16.83402061
567,0.39,419.4407463,0,68,,,,,0,0.482014388,0.144604317,6.915375063,,,,,,,4.194407463,,21.2123394
568,0.5555,516.7071819,0,28,,,,,0,0.194244604,0.058273381,17.16019935,,,,,,,5.167071819,,10.54406166
569,0.38,426.484108,0,101,,,,,0,0.71942446,0.215827338,4.633311866,,,,,,,4.26484108,,15.22135735
573,0.469,523.9610672,0,30,,,,,0,0.208633094,0.062589928,15.97675623,,,,,,,5.239610672,,14.01114464
574,0.3635,377.3794174,0,108,,,,,0,0.769784173,0.230935252,4.330199318,,,,,,,3.773794174,,20.94173431
575,0.4385,422.8627682,0,84,,,,,0,0.597122302,0.179136691,5.582298155,,,,,,,4.228627682,,23.14281464
576,0.375,383.4166527,0,60,,,,,0,0.424460432,0.127338129,7.853045674,,,,,,,3.834166527,,19.1617012
577,0.436,403.8815498,30,67,,,,,0.810810811,0.474820144,0.710013611,1.408421721,,,,,,,4.038815498,,13.63968849
579,0.451,459.4635963,0,118,,,,,0,0.841726619,0.252517986,3.960098278,,,,,,,4.594635963,,16.47281647
584,0.359,337.6874924,0,85,,,,,0,0.604316547,0.181294964,5.515842591,,,,,,,3.376874924,,18.17107201
585,0.438,473.5589027,0,53,,,,,0,0.374100719,0.112230216,8.910177018,,,,,,,4.735589027,,19.89126205
586,0.36,320.8668232,24,98,,,,,0.648648649,0.697841727,0.663406572,1.507368987,,,,,,,3.208668232,,18.82553101
588,0.387,335.2921009,0,49,,,,,0,0.345323741,0.103597122,9.652684603,,,,,,,3.352921009,,13.692379
591,0.4185,419.4273949,0,114,,,,,0,0.81294964,0.243884892,4.100278173,,,,,,,4.194273949,,22.48382568
594,0.4505,389.2056942,0,62,,,,,0,0.438848921,0.131654676,7.595570722,,,,,,,3.892056942,,15.1143074
596,0.3555,391.2556171,0,128,,,,,0,0.913669065,0.274100719,3.648280653,,,,,,,3.912556171,,12.7055645
598,0.4115,344.039917,25,65,,,,,0.675675676,0.460431655,0.611102469,1.636384099,,,,,,,3.44039917,,16.22796059
599,0.418,451.253891,0,87,,,,,0,0.618705036,0.185611511,5.387567873,,,,,,,4.51253891,,17.63820648
601,0.3865,377.7883053,0,97,,,,,0,0.690647482,0.207194245,4.826365595,,,,,,,3.777883053,,17.36783981
602,0.428,452.2254467,0,71,,,,,0,0.503597122,0.151079137,6.619003808,,,,,,,4.522254467,,16.69621468
603,0.424,446.0687637,0,59,,,,,0,0.417266187,0.125179856,7.988441931,,,,,,,4.460687637,,18.32890511
605,0.3645,295.6411839,0,3,,,,,0,0.014388489,0.004316547,231.6130097,,,,,,,2.956411839,,16.04866982
606,0.382,383.2406998,11,71,,,,,0.297297297,0.503597122,0.359187245,2.784055476,,,,,,,3.832406998,,18.69106293
609,0.3885,376.7318726,0,126,,,,,0,0.899280576,0.269784173,3.706652927,,,,,,,3.767318726,,16.71671867
611,0.447,346.5158939,19,87,,,,,0.513513514,0.618705036,0.54507097,1.834620114,,,,,,,3.465158939,,19.44637299
612,0.376,337.1036053,0,60,,,,,0,0.424460432,0.127338129,7.853045674,,,,,,,3.371036053,,20.14827728
614,0.4615,496.4721203,0,79,,,,,0,0.561151079,0.168345324,5.940135655,,,,,,,4.964721203,,15.147686
618,0.3935,404.0462971,0,87,,,,,0,0.618705036,0.185611511,5.387567873,,,,,,,4.040462971,,17.49205589
622,0.385,315.032959,0,5,,,,,0,0.028776978,0.008633094,115.8199175,,,,,,,3.15032959,,19.94490623
623,0.401,346.5313911,0,69,,,,,0,0.489208633,0.14676259,6.813679064,,,,,,,3.465313911,,15.41543007
626,0.4235,417.8190231,0,57,,,,,0,0.402877698,0.120863309,8.273741068,,,,,,,4.178190231,,21.09527588
627,0.424,432.4271679,0,42,,,,,0,0.294964029,0.088489209,11.3006853,,,,,,,4.324271679,,18.07260513
630,0.4445,442.6386356,0,92,,,,,0,0.654676259,0.196402878,5.091549168,,,,,,,4.426386356,,20.64037323
631,0.397,335.8523846,0,22,,,,,0,0.151079137,0.045323741,22.06300528,,,,,,,3.358523846,,20.45297623
632,0.421,404.4251442,0,109,,,,,0,0.776978417,0.233093525,4.290105052,,,,,,,4.044251442,,18.28384399
635,0.3385,313.6181831,0,102,,,,,0,0.726618705,0.217985612,4.587437701,,,,,,,3.136181831,,19.68550682
636,0.36,229.2461395,7,62,,,,,0.189189189,0.438848921,0.264087109,3.786615024,,,,,,,2.292461395,,17.44890213
638,0.4745,414.7634506,0,33,,,,,0,0.230215827,0.069064748,14.47895702,,,,,,,4.147634506,,12.33148575
642,0.3545,243.7074184,32,63,,,,,0.864864865,0.446043165,0.739218355,1.352778432,,,,,,,2.437074184,,19.16074753
643,0.393,178.1673431,31,67,,,,,0.837837838,0.474820144,0.72893253,1.3718672,,,,,,,1.781673431,,13.79680634
644,0.4905,467.0312405,28,80,,,,,0.756756757,0.568345324,0.700233327,1.428093371,,,,,,,4.670312405,,16.93987846
647,0.3775,354.5851707,8,102,,,,,0.216216216,0.726618705,0.369336963,2.707547289,,,,,,,3.545851707,,22.7124691
649,0.571,667.2985554,0,33,,,,,0,0.230215827,0.069064748,14.47895702,,,,,,,6.672985554,,16.68715477
650,0.464,524.6558189,0,60,,,,,0,0.424460432,0.127338129,7.853045674,,,,,,,5.246558189,,16.18623734
654,0.3515,373.3525276,0,105,,,,,0,0.748201439,0.224460432,4.455108357,,,,,,,3.733525276,,17.3933506
655,0.3665,388.9989853,0,100,,,,,0,0.712230216,0.213669065,4.680112777,,,,,,,3.889989853,,18.38183403
657,0.3675,223.9766121,18,69,,,,,0.486486486,0.489208633,0.48730313,2.052106554,,,,,,,2.239766121,,16.22486115
659,0.4795,458.2538605,0,12,,,,,0,0.079136691,0.023741007,42.119438,,,,,,,4.582538605,,17.58980751
662,0.3445,230.0150394,21,73,,,,,0.567567568,0.517985612,0.552692981,1.809319506,,,,,,,2.300150394,,19.60277557
663,0.3935,306.5731525,31,84,,,,,0.837837838,0.597122302,0.765623177,1.306123853,,,,,,,3.065731525,,18.7702179
664,0.426,396.8036175,0,8,,,,,0,0.050359712,0.015107914,66.1860953,,,,,,,3.968036175,,19.91343498
666,0.528,502.414465,0,9,,,,,0,0.057553957,0.017266187,57.91331252,,,,,,,5.02414465,,18.37682724
668,0.3585,335.9055519,0,2,,,,,0,0.007194245,0.002158273,463.118755,,,,,,,3.359055519,,16.20769501
670,0.3995,385.6389523,15,85,,,,,0.405405405,0.604316547,0.465078748,2.150168879,,,,,,,3.856389523,,13.88812065
671,0.406,332.7240944,24,67,,,,,0.648648649,0.474820144,0.596500097,1.676442851,,,,,,,3.327240944,,16.03031158
674,0.4155,399.2714882,0,31,,,,,0,0.215827338,0.064748201,15.44420592,,,,,,,3.992714882,,14.61100578
677,0.3895,162.4248028,25,55,,,,,0.675675676,0.388489209,0.589519736,1.696293175,,,,,,,1.624248028,,16.23082161
678,0.3895,353.0220985,0,6,,,,,0,0.035971223,0.010791367,92.65808035,,,,,,,3.530220985,,17.99082756
680,0.4205,312.7028942,23,100,,,,,0.621621622,0.712230216,0.6488042,1.541294675,,,,,,,3.127028942,,18.14031601
682,0.3885,340.1446342,0,85,,,,,0,0.604316547,0.181294964,5.515842591,,,,,,,3.401446342,,14.48988914
683,0.3895,326.1790276,19,90,,,,,0.513513514,0.64028777,0.55154579,1.813082802,,,,,,,3.261790276,,17.02904701
684,0.531,394.1655159,13,88,,,,,0.351351351,0.625899281,0.43371573,2.305652355,,,,,,,3.941655159,,19.13022995
685,0.479,418.1320667,0,56,,,,,0,0.395683453,0.118705036,8.424171457,,,,,,,4.181320667,,15.94018936
688,0.3975,431.9090843,0,122,,,,,0,0.870503597,0.261151079,3.829186439,,,,,,,4.319090843,,18.71299744
689,0.359,199.4297504,30,70,,,,,0.810810811,0.496402878,0.716488431,1.395694,,,,,,,1.994297504,,13.98730278
690,0.392,280.2097797,0,5,,,,,0,0.028776978,0.008633094,115.8199175,,,,,,,2.802097797,,15.22731781
691,0.3895,389.4996643,0,62,,,,,0,0.438848921,0.131654676,7.595570722,,,,,,,3.894996643,,17.35973358
693,0.361,347.202301,0,5,,,,,0,0.028776978,0.008633094,115.8199175,,,,,,,3.47202301,,20.67160606
694,0.396,289.2379761,15,50,,,,,0.405405405,0.352517986,0.389539179,2.567129279,,,,,,,2.892379761,,15.88726044
697,0.3645,159.1639519,26,47,,,,,0.702702703,0.330935252,0.591172467,1.691550882,,,,,,,1.591639519,,17.05861092
698,0.3765,366.2705421,0,109,,,,,0,0.776978417,0.233093525,4.290105052,,,,,,,3.662705421,,15.41686058
699,0.441,396.168232,0,75,,,,,0,0.532374101,0.15971223,6.261222058,,,,,,,3.96168232,,17.37070084
700,0.388,339.6027088,3,81,,,,,0.081081081,0.575539568,0.229418627,4.35882497,,,,,,,3.396027088,,14.36853409
701,0.358,269.7768211,4,108,,,,,0.108108108,0.769784173,0.306610927,3.261451726,,,,,,,2.697768211,,15.99359512
703,0.3355,330.470562,0,23,,,,,0,0.158273381,0.047482014,21.06016252,,,,,,,3.30470562,,19.01054382
705,0.365,318.1753159,0,71,,,,,0,0.503597122,0.151079137,6.619003808,,,,,,,3.181753159,,16.46566391
708,0.361,395.6546783,0,118,,,,,0,0.841726619,0.252517986,3.960098278,,,,,,,3.956546783,,28.0725956
709,0.343,271.3859081,0,15,,,,,0,0.100719424,0.030215827,33.09414284,,,,,,,2.713859081,,14.78648186
711,0.4005,371.7679977,0,91,,,,,0,0.647482014,0.194244604,5.148121645,,,,,,,3.717679977,,16.96896553
712,0.4045,298.8162041,18,70,,,,,0.486486486,0.496402878,0.489461404,2.043057837,,,,,,,2.988162041,,21.24977112
713,0.428,474.694252,0,77,,,,,0,0.54676259,0.164028777,6.096454061,,,,,,,4.74694252,,18.44930649
714,0.3895,411.532402,0,13,,,,,0,0.086330935,0.025899281,38.60962035,,,,,,,4.11532402,,15.52176476
716,0.3965,358.8275909,0,69,,,,,0,0.489208633,0.14676259,6.813679064,,,,,,,3.588275909,,18.87440681
717,0.55,583.0156803,0,19,,,,,0,0.129496403,0.038848921,25.74007817,,,,,,,5.830156803,,12.94994354
719,0.408,402.3780823,0,7,,,,,0,0.043165468,0.01294964,77.21625941,,,,,,,4.023780823,,24.45697784
720,0.48,551.1469841,0,81,,,,,0,0.575539568,0.172661871,5.791633123,,,,,,,5.511469841,,13.32235336
726,0.4425,414.0319824,0,89,,,,,0,0.633093525,0.189928058,5.265123793,,,,,,,4.140319824,,16.55244827
728,0.4375,454.417944,0,52,,,,,0,0.366906475,0.110071942,9.084884784,,,,,,,4.54417944,,21.7666626
729,0.369,382.1218014,0,104,,,,,0,0.741007194,0.222302158,4.498361642,,,,,,,3.821218014,,26.40628815
731,0.381,327.6283741,0,17,,,,,0,0.115107914,0.034532374,28.95749477,,,,,,,3.276283741,,17.79103279
732,0.409,298.8915443,34,89,,,,,0.918918919,0.633093525,0.833171301,1.200231932,,,,,,,2.988915443,,16.83211327
733,0.467,237.6921177,21,56,,,,,0.567567568,0.395683453,0.516002333,1.937971977,,,,,,,2.376921177,,14.42480087
734,0.4445,411.9129181,0,88,,,,,0,0.625899281,0.187769784,5.325642135,,,,,,,4.119129181,,10.51664352
738,0.376,403.6004543,0,105,,,,,0,0.748201439,0.224460432,4.455108357,,,,,,,4.036004543,,14.1119957
740,0.398,290.1844978,7,69,,,,,0.189189189,0.489208633,0.279195022,3.581712918,,,,,,,2.901844978,,16.57271385
743,0.725,887.6283169,0,15,,,,,0,0.100719424,0.030215827,33.09414284,,,,,,,8.876283169,,13.60988617
744,0.4145,365.7670021,0,41,,,,,0,0.287769784,0.086330935,11.58319916,,,,,,,3.657670021,,16.289711
746,0.3525,184.5567226,26,61,,,,,0.702702703,0.431654676,0.621388295,1.609297116,,,,,,,1.845567226,,17.52495766
748,0.451,387.0003223,0,3,,,,,0,0.014388489,0.004316547,231.6130097,,,,,,,3.870003223,,16.57867432
749,0.4315,445.5015659,0,79,,,,,0,0.561151079,0.168345324,5.940135655,,,,,,,4.455015659,,18.01156998
750,0.362,376.9342899,0,83,,,,,0,0.589928058,0.176978417,5.650374577,,,,,,,3.769342899,,16.4744854
751,0.3765,413.6133194,0,111,,,,,0,0.791366906,0.237410072,4.21210347,,,,,,,4.136133194,,18.13101768
753,0.346,297.6746559,0,66,,,,,0,0.467625899,0.14028777,7.128154317,,,,,,,2.976746559,,17.02022552
756,0.4095,400.2811909,0,15,,,,,0,0.100719424,0.030215827,33.09414284,,,,,,,4.002811909,,15.98525047
758,0.3975,415.0910378,0,79,,,,,0,0.561151079,0.168345324,5.940135655,,,,,,,4.150910378,,16.29662514
759,0.4025,401.4077187,0,117,,,,,0,0.834532374,0.250359712,3.99423692,,,,,,,4.014077187,,18.90277863
761,0.519,207.187891,7,47,,,,,0.189189189,0.330935252,0.231713008,4.315664852,,,,,,,2.07187891,,12.16769218
764,0.3305,192.4576759,13,72,,,,,0.351351351,0.510791367,0.399183356,2.505108191,,,,,,,1.924576759,,13.61918449
765,0.367,230.9160233,12,85,,,,,0.324324324,0.604316547,0.408321991,2.449041621,,,,,,,2.309160233,,16.9301033
767,0.3985,373.7943172,0,85,,,,,0,0.604316547,0.181294964,5.515842591,,,,,,,3.737943172,,16.17097855
768,0.3465,314.7332668,0,68,,,,,0,0.482014388,0.144604317,6.915375063,,,,,,,3.147332668,,18.06998253
769,0.404,392.3406601,0,49,,,,,0,0.345323741,0.103597122,9.652684603,,,,,,,3.923406601,,14.03975487
770,0.401,357.5193882,0,88,,,,,0,0.625899281,0.187769784,5.325642135,,,,,,,3.575193882,,13.13066483
771,0.4045,399.6386528,0,124,,,,,0,0.884892086,0.265467626,3.76692348,,,,,,,3.996386528,,21.11983299
772,0.466,288.20467,30,77,,,,,0.810810811,0.54676259,0.731596345,1.366872102,,,,,,,2.8820467,,14.77575302
774,0.3825,314.7842884,0,1,,,,,0,0,0,1000000,,,,,,,3.147842884,,14.14847374
775,0.3805,350.5189419,9,101,,,,,0.243243243,0.71942446,0.386097608,2.590011925,,,,,,,3.505189419,,18.52226257
777,0.363,352.3037434,0,42,,,,,0,0.294964029,0.088489209,11.3006853,,,,,,,3.523037434,,22.94683456
779,0.363,338.2730484,0,81,,,,,0,0.575539568,0.172661871,5.791633123,,,,,,,3.382730484,,22.14765549
780,0.376,336.9970322,0,47,,,,,0,0.330935252,0.099280576,10.07236231,,,,,,,3.369970322,,18.3494091
781,0.395,362.9970551,0,90,,,,,0,0.64028777,0.192086331,5.205965407,,,,,,,3.629970551,,15.08402824
782,0.372,333.6601257,0,103,,,,,0,0.73381295,0.220143885,4.542463026,,,,,,,3.336601257,,18.32914352
783,0.3945,324.836731,14,108,,,,,0.378378378,0.769784173,0.495800117,2.016937773,,,,,,,3.24836731,,18.43714714
784,0.539,441.6456223,0,20,,,,,0,0.136690647,0.041007194,24.38537025,,,,,,,4.416456223,,17.72689819
785,0.404,382.4267387,6,91,,,,,0.162162162,0.647482014,0.307758118,3.249294471,,,,,,,3.824267387,,16.89624786
786,0.4195,400.1843929,0,41,,,,,0,0.287769784,0.086330935,11.58319916,,,,,,,4.001843929,,15.64836502
788,0.3295,287.7182961,0,83,,,,,0,0.589928058,0.176978417,5.650374577,,,,,,,2.877182961,,17.39621162
789,0.3925,361.5410328,0,82,,,,,0,0.582733813,0.174820144,5.720131889,,,,,,,3.615410328,,17.25912094
790,0.394,377.8440952,0,67,,,,,0,0.474820144,0.142446043,7.020152737,,,,,,,3.778440952,,16.90149307
791,0.3715,127.7515888,25,59,,,,,0.675675676,0.417266187,0.598152829,1.671810747,,,,,,,1.277515888,,16.07203484
793,0.3735,320.1339245,16,81,,,,,0.432432432,0.575539568,0.475364573,2.103644135,,,,,,,3.201339245,,14.62078094
