Seed,Density,Execution Time,Path Length,Visited,min path,max path,min visited,max visited,norm path,norm visited,cost,optimality
1342,0.4575,17.95911789,90,2570,,,,,0,0.298518339,0.089555502,11.16613515
1344,0.375,19.34576035,92,2766,,,,,0.066666667,0.34612582,0.150504413,6.644279317
1346,0.3635,18.46432686,90,2604,,,,,0,0.306776779,0.092033034,10.8655457
1347,0.37,17.25792885,94,2500,,,,,0.133333333,0.281515667,0.177788033,5.624643889
1348,0.379,18.50962639,90,2656,,,,,0,0.319407335,0.095822201,10.43588602
1349,0.372,15.73729515,90,2262,,,,,0,0.223706582,0.067111975,14.90024848
1352,0.43,17.53139496,92,2574,,,,,0.066666667,0.29948992,0.136513643,7.325221535
1353,0.376,17.85373688,90,2565,,,,,0,0.297303862,0.089191159,11.21174793
1354,0.341,17.82679558,90,2588,,,,,0,0.302890454,0.090867136,11.00495775
1357,0.362,17.40479469,92,2533,,,,,0.066666667,0.289531212,0.13352603,7.489120352
1358,0.417,25.84576607,102,3783,,,,,0.4,0.593150352,0.457945106,2.183663072
1359,0.426,20.74432373,96,3008,,,,,0.2,0.404906485,0.261471946,3.824487454
1360,0.465,16.3769722,90,2415,,,,,0,0.260869565,0.07826087,12.77761451
1365,0.424,16.79587364,92,2475,,,,,0.066666667,0.275443284,0.129299652,7.73391306
1368,0.402,18.14198494,92,2615,,,,,0.066666667,0.309448628,0.139501255,7.168342908
1369,0.334,19.22774315,90,2703,,,,,0,0.330823415,0.099247025,10.0757673
1372,0.408,23.94604683,94,3435,,,,,0.133333333,0.508622784,0.245920168,4.066343725
1375,0.3335,15.78855515,90,2284,,,,,0,0.229050279,0.068715084,14.55263375
1376,0.345,15.38252831,92,2219,,,,,0.066666667,0.213262084,0.110645292,9.037808525
